datetime,00010_Mean,hist_mean,hist_median,diff_hist_mean,diff_hist_median,comment,site_no
2008-11-29 00:00:00-05:00,7.6,9.1003,8.9545,-1.5,-1.4,,15765195
2008-11-30 00:00:00-05:00,7.4,9.1275,9.001,-1.7,-1.6,,15765195
2008-12-01 00:00:00-05:00,8.6,9.1043,9.068999999999999,-0.5,-0.5,,15765195
2008-12-02 00:00:00-05:00,7.6,8.8568,8.4785,-1.2,-0.8,,15765195
2008-12-03 00:00:00-05:00,7.2,8.4325,8.4725,-1.3,-1.3,,15765195
2008-12-04 00:00:00-05:00,8.5,8.7563,8.6255,-0.2,-0.1,,15765195
2008-12-05 00:00:00-05:00,7.3,8.6168,8.6275,-1.3,-1.3,,15765195
2008-12-06 00:00:00-05:00,6.2,7.7185,7.6685,-1.5,-1.5,,15765195
2008-12-07 00:00:00-05:00,5.9,7.4995,7.519,-1.6,-1.6,,15765195
2008-12-08 00:00:00-05:00,5.3,7.6125,7.497999999999999,-2.3,-2.2,,15765195
2008-12-09 00:00:00-05:00,7.4,7.3243,6.757999999999999,0.0,0.6,,15765195
2008-12-10 00:00:00-05:00,10.4,7.0433,7.465,3.3,2.9,,15765195
2008-12-11 00:00:00-05:00,7.5,7.0368,6.879,0.4,0.6,,15765195
2008-12-12 00:00:00-05:00,6.5,6.7853,6.931,-0.3,-0.4,,15765195
2008-12-13 00:00:00-05:00,6.3,7.7535,7.818,-1.5,-1.5,,15765195
2008-12-14 00:00:00-05:00,7.2,7.4910000000000005,7.678,-0.3,-0.5,,15765195
2008-12-15 00:00:00-05:00,10.1,,,,,"No historical value, assume good",15765195
2008-12-16 00:00:00-05:00,8.2,6.2578,6.269,1.9,1.9,,15765195
2008-12-17 00:00:00-05:00,6.2,6.7593,7.2325,-0.5,-1.0,,15765195
2008-12-18 00:00:00-05:00,7.4,6.943,6.822,0.5,0.6,,15765195
2008-12-19 00:00:00-05:00,6.5,6.5678,6.5795,-0.1,-0.1,,15765195
2008-12-20 00:00:00-05:00,6.8,7.15,6.3015,-0.3,0.5,,15765195
2008-12-21 00:00:00-05:00,6.4,7.351,7.1125,-1.0,-0.7,,15765195
2008-12-22 00:00:00-05:00,,7.801,7.434,-4.1,-3.7,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2008-12-23 00:00:00-05:00,5.2,7.707000000000001,7.3595,-2.5,-2.1,,15765195
2008-12-24 00:00:00-05:00,6.3,6.995,6.982,-0.7,-0.7,,15765195
2008-12-25 00:00:00-05:00,7.3,6.9775,7.537999999999999,0.3,-0.2,,15765195
2008-12-26 00:00:00-05:00,6.9,7.3113,7.9135,-0.4,-1.0,,15765195
2008-12-27 00:00:00-05:00,8.3,7.6578,8.835,0.7,-0.5,,15765195
2008-12-28 00:00:00-05:00,10.2,7.3088,7.87,2.9,2.3,,15765195
2008-12-29 00:00:00-05:00,8.1,7.1339999999999995,7.553,1.0,0.6,,15765195
2008-12-30 00:00:00-05:00,7.2,6.5198,7.159,0.7,0.0,,15765195
2008-12-31 00:00:00-05:00,6.2,,,,,"No historical value, assume good",15765195
2009-01-01 00:00:00-05:00,4.5,7.006,7.8,-2.5,-3.3,,15765195
2009-01-02 00:00:00-05:00,6.0,6.6128,7.0945,-0.7,-1.1,,15765195
2009-01-03 00:00:00-05:00,5.9,7.3398,8.193999999999999,-1.4,-2.3,,15765195
2009-01-04 00:00:00-05:00,6.5,7.4423,8.2425,-0.9,-1.7,,15765195
2009-01-05 00:00:00-05:00,7.9,6.1298,6.766,1.8,1.1,,15765195
2009-01-06 00:00:00-05:00,7.1,6.1388,6.983,0.9,0.1,,15765195
2009-01-07 00:00:00-05:00,4.9,5.608,5.767,-0.7,-0.9,,15765195
2009-01-08 00:00:00-05:00,5.9,,,,,"No historical value, assume good",15765195
2009-01-09 00:00:00-05:00,5.5,,,,,"No historical value, assume good",15765195
2009-01-10 00:00:00-05:00,6.2,,,,,"No historical value, assume good",15765195
2009-01-11 00:00:00-05:00,6.3,7.6898,6.997999999999999,-1.4,-0.7,,15765195
2009-01-12 00:00:00-05:00,6.0,8.6673,8.0485,-2.7,-2.1,,15765195
2009-01-13 00:00:00-05:00,6.3,7.6715,8.1575,-1.4,-1.9,,15765195
2009-01-14 00:00:00-05:00,4.9,6.4795,6.9715,-1.6,-2.1,,15765195
2009-01-15 00:00:00-05:00,4.6,6.874,6.8565,-2.3,-2.3,,15765195
2009-01-16 00:00:00-05:00,3.3,7.102,6.827999999999999,-3.8,-3.5,,15765195
2009-01-17 00:00:00-05:00,3.7,6.5233,6.8125,-2.8,-3.1,,15765195
2009-01-18 00:00:00-05:00,5.0,6.4323,6.7575,-1.4,-1.7,,15765195
2009-01-19 00:00:00-05:00,5.2,6.8898,6.8495,-1.7,-1.6,,15765195
2009-01-20 00:00:00-05:00,4.6,5.8153,5.8725,-1.2,-1.3,,15765195
2009-01-21 00:00:00-05:00,4.6,6.4295,6.352,-1.9,-1.8,,15765195
2009-01-22 00:00:00-05:00,5.3,7.5943,7.4845,-2.3,-2.2,,15765195
2009-01-23 00:00:00-05:00,6.5,7.3665,7.4045,-0.9,-0.9,,15765195
2009-01-24 00:00:00-05:00,6.0,7.3743,7.1770000000000005,-1.4,-1.2,,15765195
2009-01-25 00:00:00-05:00,5.1,6.8945,6.436,-1.8,-1.4,,15765195
2009-01-26 00:00:00-05:00,5.6,7.1908,7.108,-1.5,-1.5,,15765195
2009-01-27 00:00:00-05:00,6.0,7.5423,7.564,-1.6,-1.6,,15765195
2009-01-28 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-01-29 00:00:00-05:00,4.9,7.457000000000001,7.6315,-2.5,-2.7,,15765195
2009-01-30 00:00:00-05:00,5.2,6.1463,6.3085,-0.9,-1.1,,15765195
2009-01-31 00:00:00-05:00,4.8,6.026,5.836,-1.2,-1.0,,15765195
2009-02-01 00:00:00-05:00,5.5,7.0135,7.303,-1.5,-1.8,,15765195
2009-02-02 00:00:00-05:00,5.5,6.6643,6.6995,-1.1,-1.2,,15765195
2009-02-03 00:00:00-05:00,6.3,6.6223,6.3815,-0.3,-0.1,,15765195
2009-02-04 00:00:00-05:00,5.7,6.8783,6.697,-1.2,-1.0,,15765195
2009-02-05 00:00:00-05:00,3.7,7.2955,7.7665,-3.5,-4.0,,15765195
2009-02-06 00:00:00-05:00,5.3,7.4678,8.0885,-2.1,-2.7,,15765195
2009-02-07 00:00:00-05:00,5.6,7.3389999999999995,8.3425,-1.7,-2.7,,15765195
2009-02-08 00:00:00-05:00,8.0,7.9268,8.0745,0.1,-0.1,,15765195
2009-02-09 00:00:00-05:00,7.4,6.3995,6.0785,1.0,1.3,,15765195
2009-02-10 00:00:00-05:00,8.2,6.9968,7.0245,1.2,1.2,,15765195
2009-02-11 00:00:00-05:00,9.8,7.5273,7.4670000000000005,2.2,2.3,,15765195
2009-02-12 00:00:00-05:00,9.0,7.226,7.3845,1.8,1.6,,15765195
2009-02-13 00:00:00-05:00,7.1,6.6858,6.327000000000001,0.4,0.8,,15765195
2009-02-14 00:00:00-05:00,7.9,7.3375,7.117000000000001,0.6,0.8,,15765195
2009-02-15 00:00:00-05:00,7.1,8.0565,8.1465,-0.9,-1.0,,15765195
2009-02-16 00:00:00-05:00,6.6,7.879,7.9405,-1.3,-1.4,,15765195
2009-02-17 00:00:00-05:00,6.6,7.3375,7.0815,-0.8,-0.5,,15765195
2009-02-18 00:00:00-05:00,6.0,8.2395,8.1505,-2.2,-2.2,,15765195
2009-02-19 00:00:00-05:00,6.9,8.7005,8.297,-1.8,-1.4,,15765195
2009-02-20 00:00:00-05:00,4.7,8.7308,8.7195,-4.0,-4.0,,15765195
2009-02-21 00:00:00-05:00,6.3,8.8783,7.9495,-2.6,-1.7,,15765195
2009-02-22 00:00:00-05:00,6.4,8.9138,9.0045,-2.6,-2.6,,15765195
2009-02-23 00:00:00-05:00,,9.0605,8.408999999999999,-4.3,-3.6,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2009-02-24 00:00:00-05:00,,9.5763,9.0925,-4.7,-4.2,Difference between daily mean and historical mean or median greater than 4 degrees,15765195
2009-02-25 00:00:00-05:00,6.3,9.693,9.385,-3.4,-3.1,,15765195
2009-02-26 00:00:00-05:00,7.2,8.8963,8.921,-1.7,-1.7,,15765195
2009-02-27 00:00:00-05:00,9.0,8.253,8.332,0.8,0.7,,15765195
2009-02-28 00:00:00-05:00,8.0,9.0468,9.127,-1.1,-1.2,,15765195
2009-03-01 00:00:00-05:00,7.2,8.9893,8.471,-1.8,-1.3,,15765195
2009-03-02 00:00:00-05:00,4.1,7.8498,7.3905,-3.7,-3.3,,15765195
2009-03-03 00:00:00-05:00,4.3,7.7893,7.3275,-3.5,-3.0,,15765195
2009-03-04 00:00:00-05:00,5.5,7.7015,7.337999999999999,-2.2,-1.9,,15765195
2009-03-05 00:00:00-05:00,6.7,7.5845,6.9110000000000005,-0.9,-0.2,,15765195
2009-03-06 00:00:00-05:00,8.5,7.9558,8.054,0.5,0.4,,15765195
2009-03-07 00:00:00-05:00,10.3,7.973,7.539,2.3,2.8,,15765195
2009-03-08 00:00:00-05:00,11.1,8.6038,7.9645,2.5,3.2,,15765195
2009-03-09 00:00:00-05:00,11.1,8.9948,8.98,2.1,2.1,,15765195
2009-03-10 00:00:00-05:00,9.1,7.9788,7.836,1.2,1.3,,15765195
2009-03-11 00:00:00-05:00,9.7,8.265,8.1735,1.4,1.5,,15765195
2009-03-12 00:00:00-05:00,8.7,7.975,7.864,0.7,0.9,,15765195
2009-03-13 00:00:00-05:00,8.8,8.499,8.117,0.3,0.7,,15765195
2009-03-14 00:00:00-05:00,9.1,7.902,8.635,1.2,0.5,,15765195
2009-03-15 00:00:00-05:00,9.3,8.4448,9.0605,0.9,0.2,,15765195
2009-03-16 00:00:00-05:00,9.4,8.3148,8.436,1.1,1.0,,15765195
2009-03-17 00:00:00-05:00,10.8,8.207,8.002,2.6,2.8,,15765195
2009-03-18 00:00:00-05:00,11.1,8.7655,8.596,2.4,2.5,,15765195
2009-03-19 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-20 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-21 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-22 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-23 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-24 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-25 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-26 00:00:00-05:00,,,,,,Not enough instantaneous values to compute the daily mean,15765195
2009-03-27 00:00:00-05:00,10.8,9.748,9.971,1.1,0.8,,15765195
2009-03-28 00:00:00-05:00,10.5,10.5298,10.4535,0.0,0.0,,15765195
2009-03-29 00:00:00-05:00,11.9,11.16,11.27,0.8,0.6,,15765195
2009-03-30 00:00:00-05:00,9.2,10.9573,11.055,-1.7,-1.8,,15765195
2009-03-31 00:00:00-05:00,10.5,10.2163,10.56,0.3,0.0,,15765195
2009-04-01 00:00:00-05:00,9.9,9.894,9.917,0.0,0.0,,15765195
2009-04-02 00:00:00-05:00,12.7,9.865,9.9145,2.9,2.8,,15765195
2009-04-03 00:00:00-05:00,12.8,10.3795,10.59,2.4,2.2,,15765195
2009-04-04 00:00:00-05:00,11.2,11.169,10.585,0.0,0.6,,15765195
2009-04-05 00:00:00-05:00,11.5,10.7825,10.4455,0.7,1.0,,15765195
2009-04-06 00:00:00-05:00,10.9,11.28,11.16,-0.4,-0.3,,15765195
2009-04-07 00:00:00-05:00,9.0,10.9683,10.9015,-2.0,-1.9,,15765195
2009-04-08 00:00:00-05:00,9.5,11.3945,11.375,-1.9,-1.9,,15765195
2009-04-09 00:00:00-05:00,10.8,12.0365,12.64,-1.3,-1.9,,15765195
2009-04-10 00:00:00-05:00,11.3,11.793,12.08,-0.4,-0.7,,15765195
2009-04-11 00:00:00-05:00,10.1,11.3225,10.7605,-1.3,-0.7,,15765195
2009-04-12 00:00:00-05:00,9.9,11.892000000000001,11.46,-2.0,-1.6,,15765195
2009-04-13 00:00:00-05:00,10.1,13.1425,13.35,-3.0,-3.2,,15765195
2009-04-14 00:00:00-05:00,9.6,13.267999999999999,13.28,-3.7,-3.7,,15765195
2009-04-15 00:00:00-05:00,9.3,11.994000000000002,12.04,-2.7,-2.7,,15765195
2009-04-16 00:00:00-05:00,11.4,12.1728,12.17,-0.8,-0.8,,15765195
2009-04-17 00:00:00-05:00,12.0,11.6076,12.15,0.4,-0.1,,15765195
2009-04-18 00:00:00-05:00,12.9,12.0886,13.27,0.8,-0.4,,15765195
2009-04-19 00:00:00-05:00,12.6,12.234000000000002,12.26,0.3,0.3,,15765195
2009-04-20 00:00:00-05:00,10.3,12.962,13.6,-2.7,-3.3,,15765195
2009-04-21 00:00:00-05:00,12.4,12.82,13.21,-0.4,-0.8,,15765195
2009-04-22 00:00:00-05:00,11.3,12.546,13.08,-1.3,-1.8,,15765195
2009-04-23 00:00:00-05:00,11.4,12.962,13.23,-1.6,-1.8,,15765195
2009-04-24 00:00:00-05:00,12.5,12.758,12.34,-0.2,0.2,,15765195
2009-04-25 00:00:00-05:00,14.6,12.502,12.97,2.1,1.6,,15765195
2009-04-26 00:00:00-05:00,16.1,13.394,13.5,2.7,2.6,,15765195
2009-04-27 00:00:00-05:00,16.7,13.38,13.0,3.3,3.7,,15765195
2009-04-28 00:00:00-05:00,16.5,13.142000000000001,13.04,3.3,3.4,,15765195
2009-04-29 00:00:00-05:00,13.6,12.782,11.94,0.8,1.6,,15765195
2009-04-30 00:00:00-05:00,13.0,13.056,13.22,-0.1,-0.3,,15765195
2009-05-01 00:00:00-05:00,14.0,13.614,13.26,0.4,0.8,,15765195
2009-05-02 00:00:00-05:00,14.5,14.062000000000001,14.55,0.5,0.0,,15765195
2009-05-03 00:00:00-05:00,13.3,14.136,13.73,-0.8,-0.4,,15765195
2009-05-04 00:00:00-05:00,13.3,14.232000000000001,14.3,-1.0,-1.0,,15765195
2009-05-05 00:00:00-05:00,12.7,14.155999999999999,14.38,-1.5,-1.7,,15765195
2009-05-06 00:00:00-05:00,13.7,13.338,13.71,0.3,0.0,,15765195
2009-05-07 00:00:00-05:00,14.9,13.148,12.34,1.8,2.6,,15765195
2009-05-08 00:00:00-05:00,14.8,13.572000000000001,13.01,1.3,1.8,,15765195
2009-05-09 00:00:00-05:00,15.7,13.442,13.64,2.3,2.1,,15765195
2009-05-10 00:00:00-05:00,14.4,13.248,13.3,1.1,1.1,,15765195
2009-05-11 00:00:00-05:00,12.6,13.3,12.67,-0.7,-0.1,,15765195
2009-05-12 00:00:00-05:00,13.6,13.202,12.91,0.4,0.7,,15765195
2009-05-13 00:00:00-05:00,13.4,13.05,12.47,0.4,0.9,,15765195
2009-05-14 00:00:00-05:00,14.1,13.63,13.62,0.5,0.5,,15765195
2009-05-15 00:00:00-05:00,16.7,14.164000000000001,13.8,2.6,2.9,,15765195
2009-05-16 00:00:00-05:00,15.7,14.324000000000002,14.21,1.4,1.5,,15765195
2009-05-17 00:00:00-05:00,14.6,14.944,15.59,-0.4,-1.0,,15765195
2009-05-18 00:00:00-05:00,13.1,14.544,14.55,-1.5,-1.5,,15765195
2009-05-19 00:00:00-05:00,13.5,14.71,14.08,-1.3,-0.6,,15765195
2009-05-20 00:00:00-05:00,14.4,14.82,14.44,-0.5,-0.1,,15765195
2009-05-21 00:00:00-05:00,14.8,14.57,14.52,0.2,0.3,,15765195
2009-05-22 00:00:00-05:00,15.4,13.852,13.82,1.5,1.5,,15765195
2009-05-23 00:00:00-05:00,16.4,14.458,14.56,1.9,1.8,,15765195
2009-05-24 00:00:00-05:00,16.5,15.292,15.41,1.2,1.1,,15765195
2009-05-25 00:00:00-05:00,16.2,15.142000000000001,14.88,1.1,1.3,,15765195
2009-05-26 00:00:00-05:00,13.7,15.708,15.6,-2.0,-1.9,,15765195
2009-05-27 00:00:00-05:00,13.7,15.532,15.6,-1.9,-1.9,,15765195
2009-05-28 00:00:00-05:00,14.8,15.698,15.37,-0.9,-0.5,,15765195
2009-05-29 00:00:00-05:00,17.0,16.164,15.71,0.8,1.3,,15765195
2009-05-30 00:00:00-05:00,15.8,16.268,16.07,-0.5,-0.3,,15765195
2009-05-31 00:00:00-05:00,15.5,16.412,15.85,-1.0,-0.4,,15765195
2009-06-01 00:00:00-05:00,14.6,16.19,15.42,-1.6,-0.8,,15765195
2009-06-02 00:00:00-05:00,16.5,16.362000000000002,16.25,0.2,0.3,,15765195
2009-06-03 00:00:00-05:00,16.3,15.395999999999999,14.96,0.9,1.4,,15765195
2009-06-04 00:00:00-05:00,15.6,15.638,15.52,0.0,0.1,,15765195
2009-06-05 00:00:00-05:00,15.3,15.776,15.15,-0.4,0.2,,15765195
2009-06-06 00:00:00-05:00,15.4,16.448,15.68,-1.0,-0.3,,15765195
2009-06-07 00:00:00-05:00,16.2,15.886,15.29,0.3,0.9,,15765195
2009-06-08 00:00:00-05:00,16.7,15.504000000000001,15.71,1.2,1.0,,15765195
2009-06-09 00:00:00-05:00,16.6,15.34,15.26,1.3,1.3,,15765195
2009-06-10 00:00:00-05:00,16.2,15.716,15.82,0.4,0.3,,15765195
2009-06-11 00:00:00-05:00,16.6,16.25,16.38,0.3,0.2,,15765195
2009-06-12 00:00:00-05:00,16.6,16.387999999999998,16.34,0.2,0.3,,15765195
2009-06-13 00:00:00-05:00,16.7,16.218,16.38,0.5,0.3,,15765195
2009-06-14 00:00:00-05:00,17.7,15.812000000000001,16.09,1.9,1.6,,15765195
2009-06-15 00:00:00-05:00,16.4,15.49,15.63,1.0,0.8,,15765195
2009-06-16 00:00:00-05:00,15.1,15.225999999999999,15.22,-0.1,-0.1,,15765195
2009-06-17 00:00:00-05:00,14.7,15.806,15.75,-1.1,-1.1,,15765195
2009-06-18 00:00:00-05:00,16.7,16.366,16.75,0.3,-0.1,,15765195
2009-06-19 00:00:00-05:00,16.3,16.695999999999998,16.5,-0.4,-0.2,,15765195
2009-06-20 00:00:00-05:00,17.7,16.894000000000002,16.76,0.8,1.0,,15765195
2009-06-21 00:00:00-05:00,17.2,16.78,16.8,0.4,0.4,,15765195
2009-06-22 00:00:00-05:00,16.7,16.248,16.44,0.5,0.3,,15765195
2009-06-23 00:00:00-05:00,16.6,16.246,16.66,0.4,0.0,,15765195
2009-06-24 00:00:00-05:00,16.3,17.578,16.75,-1.3,-0.4,,15765195
2009-06-25 00:00:00-05:00,16.9,17.382,17.33,-0.5,-0.4,,15765195
2009-06-26 00:00:00-05:00,17.1,16.215999999999998,16.03,0.9,1.0,,15765195
2009-06-27 00:00:00-05:00,16.8,16.152,16.14,0.7,0.7,,15765195
2009-06-28 00:00:00-05:00,16.0,16.512,16.43,-0.5,-0.5,,15765195
2009-06-29 00:00:00-05:00,16.7,17.086,17.03,-0.4,-0.3,,15765195
2009-06-30 00:00:00-05:00,16.1,17.254,17.3,-1.2,-1.2,,15765195
2009-07-01 00:00:00-05:00,16.4,16.848,16.5,-0.4,-0.1,,15765195
2009-07-02 00:00:00-05:00,17.0,17.034000000000002,17.25,0.0,-0.2,,15765195
2009-07-03 00:00:00-05:00,16.3,16.994,16.76,-0.7,-0.5,,15765195
2009-07-04 00:00:00-05:00,16.3,17.09,17.19,-0.8,-0.9,,15765195
2009-07-05 00:00:00-05:00,15.8,16.762,17.2,-1.0,-1.4,,15765195
2009-07-06 00:00:00-05:00,16.0,17.055999999999997,17.16,-1.0,-1.1,,15765195
2009-07-07 00:00:00-05:00,16.2,17.412,17.41,-1.2,-1.2,,15765195
2009-07-08 00:00:00-05:00,15.6,17.238,17.61,-1.6,-2.0,,15765195
2009-07-09 00:00:00-05:00,15.5,16.766,16.71,-1.2,-1.2,,15765195
2009-07-10 00:00:00-05:00,15.8,16.956,16.91,-1.1,-1.1,,15765195
2009-07-11 00:00:00-05:00,15.7,17.248,17.19,-1.5,-1.5,,15765195
2009-07-12 00:00:00-05:00,16.4,17.164,17.03,-0.7,-0.6,,15765195
2009-07-13 00:00:00-05:00,15.7,16.792,17.08,-1.1,-1.4,,15765195
2009-07-14 00:00:00-05:00,15.3,17.686,16.9,-2.3,-1.6,,15765195
2009-07-15 00:00:00-05:00,15.6,17.316,16.45,-1.8,-0.9,,15765195
2009-07-16 00:00:00-05:00,16.5,16.926,16.86,-0.5,-0.4,,15765195
2009-07-17 00:00:00-05:00,15.6,17.285999999999998,16.94,-1.6,-1.3,,15765195
2009-07-18 00:00:00-05:00,16.3,17.252,16.98,-1.0,-0.7,,15765195
2009-07-19 00:00:00-05:00,15.7,16.91,16.66,-1.2,-1.0,,15765195
2009-07-20 00:00:00-05:00,15.2,17.03,16.89,-1.8,-1.7,,15765195
2009-07-21 00:00:00-05:00,14.7,17.16,17.38,-2.5,-2.7,,15765195
2009-07-22 00:00:00-05:00,15.3,17.564,17.77,-2.3,-2.5,,15765195
2009-07-23 00:00:00-05:00,15.8,18.494,17.94,-2.7,-2.2,,15765195
2009-07-24 00:00:00-05:00,18.0,18.83,18.12,-0.8,-0.1,,15765195
2009-07-25 00:00:00-05:00,17.1,17.416,16.87,-0.3,0.2,,15765195
2009-07-26 00:00:00-05:00,16.5,17.542,16.97,-1.1,-0.5,,15765195
2009-07-27 00:00:00-05:00,17.0,17.28,16.86,-0.3,0.1,,15765195
2009-07-28 00:00:00-05:00,16.5,17.084,16.86,-0.6,-0.4,,15765195
2009-07-29 00:00:00-05:00,16.3,17.202,17.24,-0.9,-1.0,,15765195
2009-07-30 00:00:00-05:00,17.3,17.39,16.52,-0.1,0.8,,15765195
2009-07-31 00:00:00-05:00,17.2,17.054000000000002,16.67,0.1,0.5,,15765195
2009-08-01 00:00:00-05:00,17.0,17.476,17.22,-0.4,-0.2,,15765195
2009-08-02 00:00:00-05:00,19.0,17.538,16.51,1.4,2.5,,15765195
2009-08-03 00:00:00-05:00,17.4,18.464000000000002,18.88,-1.1,-1.5,,15765195
2009-08-04 00:00:00-05:00,16.6,18.522000000000002,17.93,-1.9,-1.3,,15765195
2009-08-05 00:00:00-05:00,16.4,18.588,18.43,-2.2,-2.0,,15765195
2009-08-06 00:00:00-05:00,15.7,17.33,17.28,-1.6,-1.6,,15765195
2009-08-07 00:00:00-05:00,15.7,18.038,18.29,-2.4,-2.6,,15765195
2009-08-08 00:00:00-05:00,16.0,18.732,18.95,-2.7,-2.9,,15765195
2009-08-09 00:00:00-05:00,18.5,17.87,17.38,0.7,1.2,,15765195
2009-08-10 00:00:00-05:00,18.2,17.142,16.6,1.0,1.6,,15765195
2009-08-11 00:00:00-05:00,17.2,17.442,17.49,-0.2,-0.2,,15765195
2009-08-12 00:00:00-05:00,19.5,17.304000000000002,17.55,2.2,1.9,,15765195
2009-08-13 00:00:00-05:00,20.1,17.676,17.95,2.4,2.1,,15765195
