datetime,daily_SSC_Load,daily_count,site_no
2009-03-18 00:00:00-05:00,,0,015765195
2009-03-19 00:00:00-05:00,,0,015765195
2009-03-20 00:00:00-05:00,,0,015765195
2009-03-21 00:00:00-05:00,,0,015765195
2009-03-22 00:00:00-05:00,,0,015765195
2009-03-23 00:00:00-05:00,,0,015765195
2009-03-24 00:00:00-05:00,,0,015765195
2009-03-25 00:00:00-05:00,,0,015765195
2009-03-26 00:00:00-05:00,1.01,29,015765195
2009-03-27 00:00:00-05:00,0.5770000000000001,95,015765195
2009-03-28 00:00:00-05:00,6.99,96,015765195
2009-03-29 00:00:00-05:00,6.49,96,015765195
2009-03-30 00:00:00-05:00,0.7390000000000001,96,015765195
2009-03-31 00:00:00-05:00,0.42200000000000004,96,015765195
2009-04-01 00:00:00-05:00,0.40399999999999997,95,015765195
2009-04-02 00:00:00-05:00,0.381,96,015765195
2009-04-03 00:00:00-05:00,103.0,96,015765195
2009-04-04 00:00:00-05:00,4.34,96,015765195
2009-04-05 00:00:00-05:00,1.56,94,015765195
2009-04-06 00:00:00-05:00,1.27,96,015765195
2009-04-07 00:00:00-05:00,0.733,96,015765195
2009-04-08 00:00:00-05:00,0.619,95,015765195
2009-04-09 00:00:00-05:00,0.649,96,015765195
2009-04-10 00:00:00-05:00,0.6679999999999999,96,015765195
2009-04-11 00:00:00-05:00,5.35,96,015765195
2009-04-12 00:00:00-05:00,0.625,96,015765195
2009-04-13 00:00:00-05:00,0.622,96,015765195
2009-04-14 00:00:00-05:00,6.54,96,015765195
2009-04-15 00:00:00-05:00,4.82,96,015765195
2009-04-16 00:00:00-05:00,1.31,96,015765195
2009-04-17 00:00:00-05:00,0.763,96,015765195
2009-04-18 00:00:00-05:00,0.5589999999999999,95,015765195
2009-04-19 00:00:00-05:00,0.5329999999999999,96,015765195
2009-04-20 00:00:00-05:00,4.61,96,015765195
2009-04-21 00:00:00-05:00,22.5,96,015765195
2009-04-22 00:00:00-05:00,1.28,96,015765195
2009-04-23 00:00:00-05:00,0.6659999999999999,96,015765195
2009-04-24 00:00:00-05:00,0.568,96,015765195
2009-04-25 00:00:00-05:00,0.698,96,015765195
2009-04-26 00:00:00-05:00,1.04,93,015765195
2009-04-27 00:00:00-05:00,0.46399999999999997,96,015765195
2009-04-28 00:00:00-05:00,0.41,96,015765195
2009-04-29 00:00:00-05:00,0.354,96,015765195
2009-04-30 00:00:00-05:00,0.447,96,015765195
2009-05-01 00:00:00-05:00,1.33,96,015765195
2009-05-02 00:00:00-05:00,1.3,96,015765195
2009-05-03 00:00:00-05:00,1.12,96,015765195
2009-05-04 00:00:00-05:00,29.2,96,015765195
2009-05-05 00:00:00-05:00,1.84,96,015765195
2009-05-06 00:00:00-05:00,6.84,96,015765195
2009-05-07 00:00:00-05:00,11.2,96,015765195
2009-05-08 00:00:00-05:00,0.9,96,015765195
2009-05-09 00:00:00-05:00,0.733,96,015765195
2009-05-10 00:00:00-05:00,0.49200000000000005,96,015765195
2009-05-11 00:00:00-05:00,0.5379999999999999,96,015765195
2009-05-12 00:00:00-05:00,0.637,95,015765195
2009-05-13 00:00:00-05:00,0.521,96,015765195
2009-05-14 00:00:00-05:00,20.0,96,015765195
2009-05-15 00:00:00-05:00,4.78,95,015765195
2009-05-16 00:00:00-05:00,1.48,96,015765195
2009-05-17 00:00:00-05:00,1.3,96,015765195
2009-05-18 00:00:00-05:00,0.39,96,015765195
2009-05-19 00:00:00-05:00,0.353,96,015765195
2009-05-20 00:00:00-05:00,0.436,96,015765195
2009-05-21 00:00:00-05:00,0.619,96,015765195
2009-05-22 00:00:00-05:00,0.563,95,015765195
2009-05-23 00:00:00-05:00,1.19,90,015765195
2009-05-24 00:00:00-05:00,1.12,89,015765195
2009-05-25 00:00:00-05:00,1.54,93,015765195
2009-05-26 00:00:00-05:00,2.27,94,015765195
2009-05-27 00:00:00-05:00,0.794,94,015765195
2009-05-28 00:00:00-05:00,0.736,91,015765195
2009-05-29 00:00:00-05:00,14.9,92,015765195
2009-05-30 00:00:00-05:00,0.44,96,015765195
2009-05-31 00:00:00-05:00,0.21100000000000002,96,015765195
2009-06-01 00:00:00-05:00,0.261,95,015765195
2009-06-02 00:00:00-05:00,4.05,90,015765195
2009-06-03 00:00:00-05:00,7.79,96,015765195
2009-06-04 00:00:00-05:00,7.64,95,015765195
2009-06-05 00:00:00-05:00,10.7,96,015765195
2009-06-06 00:00:00-05:00,2.08,96,015765195
2009-06-07 00:00:00-05:00,1.33,96,015765195
2009-06-08 00:00:00-05:00,1.13,96,015765195
2009-06-09 00:00:00-05:00,1.12,96,015765195
2009-06-10 00:00:00-05:00,0.986,88,015765195
2009-06-11 00:00:00-05:00,6.97,96,015765195
2009-06-12 00:00:00-05:00,1.27,96,015765195
2009-06-13 00:00:00-05:00,1.41,96,015765195
2009-06-14 00:00:00-05:00,2.97,96,015765195
2009-06-15 00:00:00-05:00,1.19,96,015765195
2009-06-16 00:00:00-05:00,1.15,95,015765195
2009-06-17 00:00:00-05:00,3.42,96,015765195
2009-06-18 00:00:00-05:00,11.8,95,015765195
2009-06-19 00:00:00-05:00,1.77,96,015765195
2009-06-20 00:00:00-05:00,87.5,96,015765195
2009-06-21 00:00:00-05:00,2.73,96,015765195
2009-06-22 00:00:00-05:00,1.54,96,015765195
2009-06-23 00:00:00-05:00,1.24,94,015765195
2009-06-24 00:00:00-05:00,1.08,96,015765195
2009-06-25 00:00:00-05:00,1.03,96,015765195
2009-06-26 00:00:00-05:00,0.929,96,015765195
2009-06-27 00:00:00-05:00,0.884,96,015765195
2009-06-28 00:00:00-05:00,0.755,96,015765195
2009-06-29 00:00:00-05:00,0.746,96,015765195
2009-06-30 00:00:00-05:00,0.696,96,015765195
2009-07-01 00:00:00-05:00,1.36,96,015765195
2009-07-02 00:00:00-05:00,1.61,94,015765195
2009-07-03 00:00:00-05:00,0.6659999999999999,96,015765195
2009-07-04 00:00:00-05:00,0.66,96,015765195
2009-07-05 00:00:00-05:00,0.716,96,015765195
2009-07-06 00:00:00-05:00,0.884,96,015765195
2009-07-07 00:00:00-05:00,0.81,96,015765195
2009-07-08 00:00:00-05:00,1.36,96,015765195
2009-07-09 00:00:00-05:00,0.691,96,015765195
2009-07-10 00:00:00-05:00,1.05,95,015765195
2009-07-11 00:00:00-05:00,0.977,94,015765195
2009-07-12 00:00:00-05:00,0.9490000000000001,90,015765195
2009-07-13 00:00:00-05:00,0.93,91,015765195
2009-07-14 00:00:00-05:00,0.843,91,015765195
2009-07-15 00:00:00-05:00,0.762,91,015765195
2009-07-16 00:00:00-05:00,0.872,95,015765195
2009-07-17 00:00:00-05:00,0.26,29,015765195
2009-07-18 00:00:00-05:00,0.496,88,015765195
2009-07-19 00:00:00-05:00,0.614,95,015765195
2009-07-20 00:00:00-05:00,0.473,95,015765195
2009-07-21 00:00:00-05:00,0.616,90,015765195
2009-07-22 00:00:00-05:00,0.5760000000000001,95,015765195
2009-07-23 00:00:00-05:00,0.573,96,015765195
2009-07-24 00:00:00-05:00,14.1,96,015765195
2009-07-25 00:00:00-05:00,0.84,93,015765195
2009-07-26 00:00:00-05:00,0.7490000000000001,90,015765195
2009-07-27 00:00:00-05:00,0.7440000000000001,93,015765195
2009-07-28 00:00:00-05:00,0.575,92,015765195
2009-07-29 00:00:00-05:00,0.613,95,015765195
2009-07-30 00:00:00-05:00,0.606,96,015765195
2009-07-31 00:00:00-05:00,2.38,96,015765195
2009-08-01 00:00:00-05:00,1.53,96,015765195
2009-08-02 00:00:00-05:00,17.2,96,015765195
2009-08-03 00:00:00-05:00,0.485,96,015765195
2009-08-04 00:00:00-05:00,0.46299999999999997,96,015765195
2009-08-05 00:00:00-05:00,0.377,96,015765195
2009-08-06 00:00:00-05:00,0.349,96,015765195
2009-08-07 00:00:00-05:00,0.306,95,015765195
2009-08-08 00:00:00-05:00,0.33299999999999996,96,015765195
2009-08-09 00:00:00-05:00,6.11,95,015765195
2009-08-10 00:00:00-05:00,0.424,96,015765195
2009-08-11 00:00:00-05:00,0.475,95,015765195
2009-08-12 00:00:00-05:00,29.3,96,015765195
2009-08-13 00:00:00-05:00,63.0,96,015765195
2009-08-14 00:00:00-05:00,0.551,96,015765195
2009-08-15 00:00:00-05:00,0.5770000000000001,96,015765195
2009-08-16 00:00:00-05:00,0.6659999999999999,96,015765195
2009-08-17 00:00:00-05:00,0.461,96,015765195
2009-08-18 00:00:00-05:00,1.74,95,015765195
2009-08-19 00:00:00-05:00,0.7829999999999999,96,015765195
2009-08-20 00:00:00-05:00,1.04,95,015765195
2009-08-21 00:00:00-05:00,0.519,96,015765195
2009-08-22 00:00:00-05:00,4.03,96,015765195
2009-08-23 00:00:00-05:00,0.635,96,015765195
2009-08-24 00:00:00-05:00,0.35700000000000004,95,015765195
2009-08-25 00:00:00-05:00,0.5589999999999999,90,015765195
2009-08-26 00:00:00-05:00,0.514,85,015765195
2009-08-27 00:00:00-05:00,0.529,94,015765195
2009-08-28 00:00:00-05:00,88.5,96,015765195
2009-08-29 00:00:00-05:00,17.5,96,015765195
2009-08-30 00:00:00-05:00,0.78,95,015765195
2009-08-31 00:00:00-05:00,0.653,96,015765195
2009-09-01 00:00:00-05:00,0.8059999999999999,94,015765195
2009-09-02 00:00:00-05:00,0.574,95,015765195
2009-09-03 00:00:00-05:00,0.66,94,015765195
2009-09-04 00:00:00-05:00,0.599,79,015765195
2009-09-05 00:00:00-05:00,0.511,80,015765195
2009-09-06 00:00:00-05:00,0.535,87,015765195
2009-09-07 00:00:00-05:00,0.495,82,015765195
2009-09-08 00:00:00-05:00,0.442,72,015765195
2009-09-09 00:00:00-05:00,1.07,77,015765195
2009-09-10 00:00:00-05:00,0.852,93,015765195
2009-09-11 00:00:00-05:00,84.0,94,015765195
2009-09-12 00:00:00-05:00,3.43,96,015765195
2009-09-13 00:00:00-05:00,1.43,96,015765195
2009-09-14 00:00:00-05:00,1.14,96,015765195
2009-09-15 00:00:00-05:00,0.919,96,015765195
2009-09-16 00:00:00-05:00,0.795,95,015765195
2009-09-17 00:00:00-05:00,0.7240000000000001,94,015765195
2009-09-18 00:00:00-05:00,0.737,96,015765195
2009-09-19 00:00:00-05:00,0.612,95,015765195
2009-09-20 00:00:00-05:00,0.531,95,015765195
2009-09-21 00:00:00-05:00,0.47,95,015765195
2009-09-22 00:00:00-05:00,0.47700000000000004,91,015765195
2009-09-23 00:00:00-05:00,0.679,93,015765195
2009-09-24 00:00:00-05:00,1.65,95,015765195
2009-09-25 00:00:00-05:00,0.6759999999999999,95,015765195
2009-09-26 00:00:00-05:00,1.9,94,015765195
2009-09-27 00:00:00-05:00,4.22,96,015765195
2009-09-28 00:00:00-05:00,0.8690000000000001,96,015765195
2009-09-29 00:00:00-05:00,0.613,95,015765195
2009-09-30 00:00:00-05:00,0.5720000000000001,96,015765195
2009-10-01 00:00:00-05:00,0.609,94,015765195
2009-10-02 00:00:00-05:00,0.584,95,015765195
2009-10-03 00:00:00-05:00,0.602,94,015765195
2009-10-04 00:00:00-05:00,0.547,93,015765195
2009-10-05 00:00:00-05:00,0.506,95,015765195
2009-10-06 00:00:00-05:00,0.537,96,015765195
2009-10-07 00:00:00-05:00,0.591,96,015765195
2009-10-08 00:00:00-05:00,0.489,96,015765195
2009-10-09 00:00:00-05:00,1.38,96,015765195
2009-10-10 00:00:00-05:00,0.501,96,015765195
2009-10-11 00:00:00-05:00,0.5329999999999999,95,015765195
2009-10-12 00:00:00-05:00,0.579,95,015765195
2009-10-13 00:00:00-05:00,0.679,95,015765195
2009-10-14 00:00:00-05:00,0.885,94,015765195
2009-10-15 00:00:00-05:00,5.07,96,015765195
2009-10-16 00:00:00-05:00,6.0,96,015765195
2009-10-17 00:00:00-05:00,35.8,96,015765195
2009-10-18 00:00:00-05:00,15.3,95,015765195
2009-10-19 00:00:00-05:00,1.5,96,015765195
2009-10-20 00:00:00-05:00,0.9129999999999999,96,015765195
2009-10-21 00:00:00-05:00,0.7440000000000001,96,015765195
2009-10-22 00:00:00-05:00,0.818,96,015765195
2009-10-23 00:00:00-05:00,2.54,96,015765195
2009-10-24 00:00:00-05:00,132.0,96,015765195
2009-10-25 00:00:00-05:00,6.8,93,015765195
2009-10-26 00:00:00-05:00,2.07,95,015765195
2009-10-27 00:00:00-05:00,19.3,95,015765195
2009-10-28 00:00:00-05:00,102.0,96,015765195
2009-10-29 00:00:00-05:00,2.21,96,015765195
2009-10-30 00:00:00-05:00,1.32,96,015765195
2009-10-31 00:00:00-05:00,1.49,96,015765195
2009-11-01 00:00:00-05:00,5.6,96,015765195
2009-11-02 00:00:00-05:00,0.986,96,015765195
2009-11-03 00:00:00-05:00,0.636,96,015765195
2009-11-04 00:00:00-05:00,0.757,95,015765195
2009-11-05 00:00:00-05:00,0.53,95,015765195
2009-11-06 00:00:00-05:00,0.527,96,015765195
2009-11-07 00:00:00-05:00,0.39799999999999996,96,015765195
2009-11-08 00:00:00-05:00,0.369,96,015765195
2009-11-09 00:00:00-05:00,0.32899999999999996,94,015765195
2009-11-10 00:00:00-05:00,0.268,94,015765195
2009-11-11 00:00:00-05:00,0.257,96,015765195
2009-11-12 00:00:00-05:00,0.303,96,015765195
2009-11-13 00:00:00-05:00,0.501,96,015765195
2009-11-14 00:00:00-05:00,0.309,96,015765195
2009-11-15 00:00:00-05:00,0.265,96,015765195
2009-11-16 00:00:00-05:00,0.23600000000000002,96,015765195
2009-11-17 00:00:00-05:00,0.34700000000000003,96,015765195
2009-11-18 00:00:00-05:00,0.325,96,015765195
2009-11-19 00:00:00-05:00,0.428,96,015765195
2009-11-20 00:00:00-05:00,25.2,96,015765195
2009-11-21 00:00:00-05:00,0.618,96,015765195
2009-11-22 00:00:00-05:00,0.389,96,015765195
2009-11-23 00:00:00-05:00,0.34600000000000003,96,015765195
2009-11-24 00:00:00-05:00,1.81,96,015765195
2009-11-25 00:00:00-05:00,0.499,96,015765195
2009-11-26 00:00:00-05:00,0.188,96,015765195
2009-11-27 00:00:00-05:00,2.22,96,015765195
2009-11-28 00:00:00-05:00,0.396,95,015765195
2009-11-29 00:00:00-05:00,0.303,96,015765195
2009-11-30 00:00:00-05:00,0.65,96,015765195
2009-12-01 00:00:00-05:00,0.344,96,015765195
2009-12-02 00:00:00-05:00,9.82,95,015765195
2009-12-03 00:00:00-05:00,136.0,96,015765195
2009-12-04 00:00:00-05:00,2.14,96,015765195
2009-12-05 00:00:00-05:00,2.38,96,015765195
2009-12-06 00:00:00-05:00,1.21,95,015765195
2009-12-07 00:00:00-05:00,0.455,95,015765195
2009-12-08 00:00:00-05:00,0.449,94,015765195
2009-12-09 00:00:00-05:00,92.6,94,015765195
2009-12-10 00:00:00-05:00,3.21,80,015765195
2009-12-11 00:00:00-05:00,1.17,50,015765195
2009-12-12 00:00:00-05:00,0.861,87,015765195
2009-12-13 00:00:00-05:00,21.6,77,015765195
2009-12-14 00:00:00-05:00,3.88,94,015765195
2009-12-15 00:00:00-05:00,2.61,92,015765195
2009-12-16 00:00:00-05:00,2.32,95,015765195
2009-12-17 00:00:00-05:00,1.86,91,015765195
2009-12-18 00:00:00-05:00,1.7,94,015765195
2009-12-19 00:00:00-05:00,1.94,94,015765195
2009-12-20 00:00:00-05:00,1.74,93,015765195
2009-12-21 00:00:00-05:00,1.26,94,015765195
2009-12-22 00:00:00-05:00,1.79,96,015765195
2009-12-23 00:00:00-05:00,1.86,96,015765195
2009-12-24 00:00:00-05:00,1.53,93,015765195
2009-12-25 00:00:00-05:00,2.62,95,015765195
2009-12-26 00:00:00-05:00,68.8,96,015765195
2009-12-27 00:00:00-05:00,7.1,96,015765195
2009-12-28 00:00:00-05:00,1.05,96,015765195
2009-12-29 00:00:00-05:00,0.6970000000000001,96,015765195
2009-12-30 00:00:00-05:00,0.502,96,015765195
2009-12-31 00:00:00-05:00,0.546,96,015765195
2010-01-01 00:00:00-05:00,1.18,96,015765195
2010-01-02 00:00:00-05:00,0.39399999999999996,96,015765195
2010-01-03 00:00:00-05:00,0.32299999999999995,96,015765195
2010-01-04 00:00:00-05:00,0.247,96,015765195
2010-01-05 00:00:00-05:00,0.489,96,015765195
2010-01-06 00:00:00-05:00,0.376,96,015765195
2010-01-07 00:00:00-05:00,0.41100000000000003,96,015765195
2010-01-08 00:00:00-05:00,0.47,96,015765195
2010-01-09 00:00:00-05:00,0.731,96,015765195
2010-01-10 00:00:00-05:00,1.26,96,015765195
2010-01-11 00:00:00-05:00,,0,015765195
2010-01-12 00:00:00-05:00,2.25,96,015765195
2010-01-13 00:00:00-05:00,2.01,96,015765195
2010-01-14 00:00:00-05:00,2.51,96,015765195
2010-01-15 00:00:00-05:00,2.55,96,015765195
2010-01-16 00:00:00-05:00,3.86,96,015765195
2010-01-17 00:00:00-05:00,44.3,96,015765195
2010-01-18 00:00:00-05:00,8.92,96,015765195
2010-01-19 00:00:00-05:00,5.24,96,015765195
2010-01-20 00:00:00-05:00,5.05,96,015765195
2010-01-21 00:00:00-05:00,5.79,96,015765195
2010-01-22 00:00:00-05:00,5.52,96,015765195
2010-01-23 00:00:00-05:00,5.54,96,015765195
2010-01-24 00:00:00-05:00,5.39,96,015765195
2010-01-25 00:00:00-05:00,201.0,96,015765195
2010-01-26 00:00:00-05:00,7.85,95,015765195
2010-01-27 00:00:00-05:00,4.75,96,015765195
2010-01-28 00:00:00-05:00,3.33,96,015765195
2010-01-29 00:00:00-05:00,3.34,96,015765195
2010-01-30 00:00:00-05:00,2.83,96,015765195
2010-01-31 00:00:00-05:00,,0,015765195
2010-02-01 00:00:00-05:00,,0,015765195
2010-02-02 00:00:00-05:00,,0,015765195
2010-02-03 00:00:00-05:00,0.73,47,015765195
2010-02-04 00:00:00-05:00,1.08,75,015765195
2010-02-05 00:00:00-05:00,1.29,84,015765195
2010-02-06 00:00:00-05:00,,0,015765195
2010-02-07 00:00:00-05:00,,0,015765195
2010-02-08 00:00:00-05:00,,0,015765195
2010-02-09 00:00:00-05:00,,0,015765195
2010-02-10 00:00:00-05:00,,0,015765195
2010-02-11 00:00:00-05:00,,0,015765195
2010-02-12 00:00:00-05:00,1.61,96,015765195
2010-02-13 00:00:00-05:00,1.02,55,015765195
2010-02-14 00:00:00-05:00,0.877,45,015765195
2010-02-15 00:00:00-05:00,0.98,58,015765195
2010-02-16 00:00:00-05:00,1.56,91,015765195
2010-02-17 00:00:00-05:00,0.7879999999999999,60,015765195
2010-02-18 00:00:00-05:00,1.23,96,015765195
2010-02-19 00:00:00-05:00,0.941,88,015765195
2010-02-20 00:00:00-05:00,1.02,89,015765195
2010-02-21 00:00:00-05:00,1.2,75,015765195
2010-02-22 00:00:00-05:00,1.79,96,015765195
2010-02-23 00:00:00-05:00,3.36,95,015765195
