datetime,datetime_str,00010_Maximum,00010_Maximum_cd,site_no,00010_Minimum,00010_Minimum_cd,00010_Mean,00010_Mean_cd,00060_Mean,00060_Mean_cd,63680_Maximum,63680_Maximum_cd,63680_Minimum,63680_Minimum_cd,63680_Mean,63680_Mean_cd,datetime
2008-11-04 00:00:00-05:00,2008-11-04 00:00:00,,,01576516,,,,,0.64,A,,,,,,,2008-11-04 00:00:00-05:00
2008-11-05 00:00:00-05:00,2008-11-05 00:00:00,,,01576516,,,,,0.65,A,,,,,,,2008-11-05 00:00:00-05:00
2008-11-06 00:00:00-05:00,2008-11-06 00:00:00,,,01576516,,,,,0.69,A,,,,,,,2008-11-06 00:00:00-05:00
2008-11-07 00:00:00-05:00,2008-11-07 00:00:00,,,01576516,,,,,0.64,A,,,,,,,2008-11-07 00:00:00-05:00
2008-11-08 00:00:00-05:00,2008-11-08 00:00:00,,,01576516,,,,,0.61,A,,,,,,,2008-11-08 00:00:00-05:00
2008-11-09 00:00:00-05:00,2008-11-09 00:00:00,,,01576516,,,,,0.54,A,,,,,,,2008-11-09 00:00:00-05:00
2008-11-10 00:00:00-05:00,2008-11-10 00:00:00,,,01576516,,,,,0.48,A,,,,,,,2008-11-10 00:00:00-05:00
2008-11-11 00:00:00-05:00,2008-11-11 00:00:00,,,01576516,,,,,0.47,A,,,,,,,2008-11-11 00:00:00-05:00
2008-11-12 00:00:00-05:00,2008-11-12 00:00:00,,,01576516,,,,,0.47,A,,,,,,,2008-11-12 00:00:00-05:00
2008-11-13 00:00:00-05:00,2008-11-13 00:00:00,,,01576516,,,,,0.7,A,,,,,,,2008-11-13 00:00:00-05:00
2008-11-14 00:00:00-05:00,2008-11-14 00:00:00,,,01576516,,,,,0.52,A,,,,,,,2008-11-14 00:00:00-05:00
2008-11-15 00:00:00-05:00,2008-11-15 00:00:00,,,01576516,,,,,1.37,A,,,,,,,2008-11-15 00:00:00-05:00
2008-11-16 00:00:00-05:00,2008-11-16 00:00:00,,,01576516,,,,,0.69,A,,,,,,,2008-11-16 00:00:00-05:00
2008-11-17 00:00:00-05:00,2008-11-17 00:00:00,,,01576516,,,,,0.56,A,,,,,,,2008-11-17 00:00:00-05:00
2008-11-18 00:00:00-05:00,2008-11-18 00:00:00,,,01576516,,,,,0.48,A,,,,,,,2008-11-18 00:00:00-05:00
2008-11-19 00:00:00-05:00,2008-11-19 00:00:00,,,01576516,,,,,0.48,A,,,,,,,2008-11-19 00:00:00-05:00
2008-11-20 00:00:00-05:00,2008-11-20 00:00:00,,,01576516,,,,,0.48,A,,,,,,,2008-11-20 00:00:00-05:00
2008-11-21 00:00:00-05:00,2008-11-21 00:00:00,,,01576516,,,,,0.47,A,,,,,,,2008-11-21 00:00:00-05:00
2008-11-22 00:00:00-05:00,2008-11-22 00:00:00,,,01576516,,,,,0.43,A,,,,,,,2008-11-22 00:00:00-05:00
2008-11-23 00:00:00-05:00,2008-11-23 00:00:00,,,01576516,,,,,0.4,A,,,,,,,2008-11-23 00:00:00-05:00
2008-11-24 00:00:00-05:00,2008-11-24 00:00:00,,,01576516,,,,,0.41,A,,,,,,,2008-11-24 00:00:00-05:00
2008-11-25 00:00:00-05:00,2008-11-25 00:00:00,,,01576516,,,,,0.52,A,,,,,,,2008-11-25 00:00:00-05:00
2008-11-26 00:00:00-05:00,2008-11-26 00:00:00,,,01576516,,,,,0.58,A,,,,,,,2008-11-26 00:00:00-05:00
2008-11-27 00:00:00-05:00,2008-11-27 00:00:00,,,01576516,,,,,0.54,A,,,,,,,2008-11-27 00:00:00-05:00
2008-11-28 00:00:00-05:00,2008-11-28 00:00:00,,,01576516,,,,,0.55,A,,,,,,,2008-11-28 00:00:00-05:00
2008-11-29 00:00:00-05:00,2008-11-29 00:00:00,,,01576516,,,,,0.57,A,,,,,,,2008-11-29 00:00:00-05:00
2008-11-30 00:00:00-05:00,2008-11-30 00:00:00,,,01576516,,,,,0.79,A,,,,,,,2008-11-30 00:00:00-05:00
2008-12-01 00:00:00-05:00,2008-12-01 00:00:00,,,01576516,,,,,0.86,A,,,,,,,2008-12-01 00:00:00-05:00
2008-12-02 00:00:00-05:00,2008-12-02 00:00:00,,,01576516,,,,,0.67,A,,,,,,,2008-12-02 00:00:00-05:00
2008-12-03 00:00:00-05:00,2008-12-03 00:00:00,,,01576516,,,,,0.64,A,,,,,,,2008-12-03 00:00:00-05:00
2008-12-04 00:00:00-05:00,2008-12-04 00:00:00,,,01576516,,,,,0.64,A,,,,,,,2008-12-04 00:00:00-05:00
2008-12-05 00:00:00-05:00,2008-12-05 00:00:00,,,01576516,,,,,0.63,A,,,,,,,2008-12-05 00:00:00-05:00
2008-12-06 00:00:00-05:00,2008-12-06 00:00:00,,,01576516,,,,,0.61,A,,,,,,,2008-12-06 00:00:00-05:00
2008-12-07 00:00:00-05:00,2008-12-07 00:00:00,,,01576516,,,,,0.6,A,,,,,,,2008-12-07 00:00:00-05:00
2008-12-08 00:00:00-05:00,2008-12-08 00:00:00,,,01576516,,,,,0.58,A,,,,,,,2008-12-08 00:00:00-05:00
2008-12-09 00:00:00-05:00,2008-12-09 00:00:00,,,01576516,,,,,0.59,A,,,,,,,2008-12-09 00:00:00-05:00
2008-12-10 00:00:00-05:00,2008-12-10 00:00:00,,,01576516,,,,,0.76,A,,,,,,,2008-12-10 00:00:00-05:00
2008-12-11 00:00:00-05:00,2008-12-11 00:00:00,,,01576516,,,,,3.96,A,,,,,,,2008-12-11 00:00:00-05:00
2008-12-12 00:00:00-05:00,2008-12-12 00:00:00,,,01576516,,,,,4.59,A,,,,,,,2008-12-12 00:00:00-05:00
2008-12-13 00:00:00-05:00,2008-12-13 00:00:00,,,01576516,,,,,1.32,A,,,,,,,2008-12-13 00:00:00-05:00
2008-12-14 00:00:00-05:00,2008-12-14 00:00:00,,,01576516,,,,,1.23,A,,,,,,,2008-12-14 00:00:00-05:00
2008-12-15 00:00:00-05:00,2008-12-15 00:00:00,,,01576516,,,,,1.18,"A, e",,,,,,,2008-12-15 00:00:00-05:00
2008-12-16 00:00:00-05:00,2008-12-16 00:00:00,,,01576516,,,,,1.94,"A, e",,,,,,,2008-12-16 00:00:00-05:00
2008-12-17 00:00:00-05:00,2008-12-17 00:00:00,,,01576516,,,,,3.79,"A, e",,,,,,,2008-12-17 00:00:00-05:00
2008-12-18 00:00:00-05:00,2008-12-18 00:00:00,,,01576516,,,,,1.93,"A, e",,,,,,,2008-12-18 00:00:00-05:00
2008-12-19 00:00:00-05:00,2008-12-19 00:00:00,,,01576516,,,,,6.56,"A, e",,,,,,,2008-12-19 00:00:00-05:00
2008-12-20 00:00:00-05:00,2008-12-20 00:00:00,,,01576516,,,,,2.46,"A, e",,,,,,,2008-12-20 00:00:00-05:00
2008-12-21 00:00:00-05:00,2008-12-21 00:00:00,,,01576516,,,,,1.91,"A, e",,,,,,,2008-12-21 00:00:00-05:00
2008-12-22 00:00:00-05:00,2008-12-22 00:00:00,,,01576516,,,,,1.69,"A, e",,,,,,,2008-12-22 00:00:00-05:00
2008-12-23 00:00:00-05:00,2008-12-23 00:00:00,,,01576516,,,,,1.49,"A, e",,,,,,,2008-12-23 00:00:00-05:00
2008-12-24 00:00:00-05:00,2008-12-24 00:00:00,,,01576516,,,,,2.1,"A, e",,,,,,,2008-12-24 00:00:00-05:00
2008-12-25 00:00:00-05:00,2008-12-25 00:00:00,,,01576516,,,,,1.73,"A, e",,,,,,,2008-12-25 00:00:00-05:00
2008-12-26 00:00:00-05:00,2008-12-26 00:00:00,,,01576516,,,,,1.56,"A, e",,,,,,,2008-12-26 00:00:00-05:00
2008-12-27 00:00:00-05:00,2008-12-27 00:00:00,,,01576516,,,,,1.87,"A, e",,,,,,,2008-12-27 00:00:00-05:00
2008-12-28 00:00:00-05:00,2008-12-28 00:00:00,,,01576516,,,,,1.71,"A, e",,,,,,,2008-12-28 00:00:00-05:00
2008-12-29 00:00:00-05:00,2008-12-29 00:00:00,,,01576516,,,,,1.56,"A, e",,,,,,,2008-12-29 00:00:00-05:00
2008-12-30 00:00:00-05:00,2008-12-30 00:00:00,,,01576516,,,,,1.48,"A, e",,,,,,,2008-12-30 00:00:00-05:00
2008-12-31 00:00:00-05:00,2008-12-31 00:00:00,,,01576516,,,,,1.38,"A, e",,,,,,,2008-12-31 00:00:00-05:00
2009-01-01 00:00:00-05:00,2009-01-01 00:00:00,,,01576516,,,,,1.33,"A, e",,,,,,,2009-01-01 00:00:00-05:00
2009-01-02 00:00:00-05:00,2009-01-02 00:00:00,,,01576516,,,,,1.36,"A, e",,,,,,,2009-01-02 00:00:00-05:00
2009-01-03 00:00:00-05:00,2009-01-03 00:00:00,,,01576516,,,,,1.31,"A, e",,,,,,,2009-01-03 00:00:00-05:00
2009-01-04 00:00:00-05:00,2009-01-04 00:00:00,,,01576516,,,,,1.25,"A, e",,,,,,,2009-01-04 00:00:00-05:00
2009-01-05 00:00:00-05:00,2009-01-05 00:00:00,,,01576516,,,,,1.31,"A, e",,,,,,,2009-01-05 00:00:00-05:00
2009-01-06 00:00:00-05:00,2009-01-06 00:00:00,,,01576516,,,,,1.3,"A, e",,,,,,,2009-01-06 00:00:00-05:00
2009-01-07 00:00:00-05:00,2009-01-07 00:00:00,,,01576516,,,,,5.36,"A, e",,,,,,,2009-01-07 00:00:00-05:00
2009-01-08 00:00:00-05:00,2009-01-08 00:00:00,,,01576516,,,,,2.18,"A, e",,,,,,,2009-01-08 00:00:00-05:00
2009-01-09 00:00:00-05:00,2009-01-09 00:00:00,,,01576516,,,,,1.93,"A, e",,,,,,,2009-01-09 00:00:00-05:00
2009-01-10 00:00:00-05:00,2009-01-10 00:00:00,,,01576516,,,,,1.79,"A, e",,,,,,,2009-01-10 00:00:00-05:00
2009-01-11 00:00:00-05:00,2009-01-11 00:00:00,,,01576516,,,,,1.77,"A, e",,,,,,,2009-01-11 00:00:00-05:00
2009-01-12 00:00:00-05:00,2009-01-12 00:00:00,,,01576516,,,,,1.49,"A, e",,,,,,,2009-01-12 00:00:00-05:00
2009-01-13 00:00:00-05:00,2009-01-13 00:00:00,,,01576516,,,,,1.43,"A, e",,,,,,,2009-01-13 00:00:00-05:00
2009-01-14 00:00:00-05:00,2009-01-14 00:00:00,,,01576516,,,,,1.32,"A, e",,,,,,,2009-01-14 00:00:00-05:00
2009-01-15 00:00:00-05:00,2009-01-15 00:00:00,,,01576516,,,,,1.28,"A, e",,,,,,,2009-01-15 00:00:00-05:00
2009-01-16 00:00:00-05:00,2009-01-16 00:00:00,,,01576516,,,,,1.2,"A, e",,,,,,,2009-01-16 00:00:00-05:00
2009-01-17 00:00:00-05:00,2009-01-17 00:00:00,,,01576516,,,,,1.24,"A, e",,,,,,,2009-01-17 00:00:00-05:00
2009-01-18 00:00:00-05:00,2009-01-18 00:00:00,,,01576516,,,,,1.28,"A, e",,,,,,,2009-01-18 00:00:00-05:00
2009-01-19 00:00:00-05:00,2009-01-19 00:00:00,,,01576516,,,,,1.21,"A, e",,,,,,,2009-01-19 00:00:00-05:00
2009-01-20 00:00:00-05:00,2009-01-20 00:00:00,,,01576516,,,,,1.15,"A, e",,,,,,,2009-01-20 00:00:00-05:00
2009-01-21 00:00:00-05:00,2009-01-21 00:00:00,,,01576516,,,,,1.1,"A, e",,,,,,,2009-01-21 00:00:00-05:00
2009-01-22 00:00:00-05:00,2009-01-22 00:00:00,,,01576516,,,,,1.08,"A, e",,,,,,,2009-01-22 00:00:00-05:00
2009-01-23 00:00:00-05:00,2009-01-23 00:00:00,,,01576516,,,,,1.07,"A, e",,,,,,,2009-01-23 00:00:00-05:00
2009-01-24 00:00:00-05:00,2009-01-24 00:00:00,,,01576516,,,,,1.03,"A, e",,,,,,,2009-01-24 00:00:00-05:00
2009-01-25 00:00:00-05:00,2009-01-25 00:00:00,,,01576516,,,,,1.0,"A, e",,,,,,,2009-01-25 00:00:00-05:00
2009-01-26 00:00:00-05:00,2009-01-26 00:00:00,,,01576516,,,,,0.96,"A, e",,,,,,,2009-01-26 00:00:00-05:00
2009-01-27 00:00:00-05:00,2009-01-27 00:00:00,,,01576516,,,,,0.99,"A, e",,,,,,,2009-01-27 00:00:00-05:00
2009-01-28 00:00:00-05:00,2009-01-28 00:00:00,,,01576516,,,,,1.77,"A, e",,,,,,,2009-01-28 00:00:00-05:00
2009-01-29 00:00:00-05:00,2009-01-29 00:00:00,,,01576516,,,,,1.31,"A, e",,,,,,,2009-01-29 00:00:00-05:00
2009-01-30 00:00:00-05:00,2009-01-30 00:00:00,,,01576516,,,,,1.11,"A, e",,,,,,,2009-01-30 00:00:00-05:00
2009-01-31 00:00:00-05:00,2009-01-31 00:00:00,,,01576516,,,,,0.97,"A, e",,,,,,,2009-01-31 00:00:00-05:00
2009-02-01 00:00:00-05:00,2009-02-01 00:00:00,,,01576516,,,,,1.48,"A, e",,,,,,,2009-02-01 00:00:00-05:00
2009-02-02 00:00:00-05:00,2009-02-02 00:00:00,,,01576516,,,,,2.0,"A, e",,,,,,,2009-02-02 00:00:00-05:00
2009-02-03 00:00:00-05:00,2009-02-03 00:00:00,,,01576516,,,,,1.37,"A, e",,,,,,,2009-02-03 00:00:00-05:00
2009-02-04 00:00:00-05:00,2009-02-04 00:00:00,,,01576516,,,,,1.12,"A, e",,,,,,,2009-02-04 00:00:00-05:00
2009-02-05 00:00:00-05:00,2009-02-05 00:00:00,,,01576516,,,,,0.97,"A, e",,,,,,,2009-02-05 00:00:00-05:00
2009-02-06 00:00:00-05:00,2009-02-06 00:00:00,,,01576516,,,,,0.94,"A, e",,,,,,,2009-02-06 00:00:00-05:00
2009-02-07 00:00:00-05:00,2009-02-07 00:00:00,,,01576516,,,,,1.67,"A, e",,,,,,,2009-02-07 00:00:00-05:00
2009-02-08 00:00:00-05:00,2009-02-08 00:00:00,,,01576516,,,,,1.61,"A, e",,,,,,,2009-02-08 00:00:00-05:00
2009-02-09 00:00:00-05:00,2009-02-09 00:00:00,,,01576516,,,,,1.13,"A, e",,,,,,,2009-02-09 00:00:00-05:00
2009-02-10 00:00:00-05:00,2009-02-10 00:00:00,,,01576516,,,,,1.07,"A, e",,,,,,,2009-02-10 00:00:00-05:00
2009-02-11 00:00:00-05:00,2009-02-11 00:00:00,,,01576516,,,,,1.17,"A, e",,,,,,,2009-02-11 00:00:00-05:00
2009-02-12 00:00:00-05:00,2009-02-12 00:00:00,,,01576516,,,,,1.15,"A, e",,,,,,,2009-02-12 00:00:00-05:00
2009-02-13 00:00:00-05:00,2009-02-13 00:00:00,,,01576516,,,,,1.03,"A, e",,,,,,,2009-02-13 00:00:00-05:00
2009-02-14 00:00:00-05:00,2009-02-14 00:00:00,,,01576516,,,,,1.03,"A, e",,,,,,,2009-02-14 00:00:00-05:00
2009-02-15 00:00:00-05:00,2009-02-15 00:00:00,,,01576516,,,,,1.0,"A, e",,,,,,,2009-02-15 00:00:00-05:00
2009-02-16 00:00:00-05:00,2009-02-16 00:00:00,,,01576516,,,,,0.98,"A, e",,,,,,,2009-02-16 00:00:00-05:00
2009-02-17 00:00:00-05:00,2009-02-17 00:00:00,,,01576516,,,,,0.96,"A, e",,,,,,,2009-02-17 00:00:00-05:00
2009-02-18 00:00:00-05:00,2009-02-18 00:00:00,,,01576516,,,,,1.25,"A, e",,,,,,,2009-02-18 00:00:00-05:00
2009-02-19 00:00:00-05:00,2009-02-19 00:00:00,,,01576516,,,,,1.29,"A, e",,,,,,,2009-02-19 00:00:00-05:00
2009-02-20 00:00:00-05:00,2009-02-20 00:00:00,,,01576516,,,,,1.08,"A, e",,,,,,,2009-02-20 00:00:00-05:00
2009-02-21 00:00:00-05:00,2009-02-21 00:00:00,,,01576516,,,,,1.03,"A, e",,,,,,,2009-02-21 00:00:00-05:00
2009-02-22 00:00:00-05:00,2009-02-22 00:00:00,,,01576516,,,,,1.06,"A, e",,,,,,,2009-02-22 00:00:00-05:00
2009-02-23 00:00:00-05:00,2009-02-23 00:00:00,,,01576516,,,,,1.03,"A, e",,,,,,,2009-02-23 00:00:00-05:00
2009-02-24 00:00:00-05:00,2009-02-24 00:00:00,,,01576516,,,,,1.07,"A, e",,,,,,,2009-02-24 00:00:00-05:00
2009-02-25 00:00:00-05:00,2009-02-25 00:00:00,,,01576516,,,,,1.03,"A, e",,,,,,,2009-02-25 00:00:00-05:00
2009-02-26 00:00:00-05:00,2009-02-26 00:00:00,,,01576516,,,,,1.0,"A, e",,,,,,,2009-02-26 00:00:00-05:00
2009-02-27 00:00:00-05:00,2009-02-27 00:00:00,,,01576516,,,,,1.05,"A, e",,,,,,,2009-02-27 00:00:00-05:00
2009-02-28 00:00:00-05:00,2009-02-28 00:00:00,,,01576516,,,,,0.97,"A, e",,,,,,,2009-02-28 00:00:00-05:00
2009-03-01 00:00:00-05:00,2009-03-01 00:00:00,,,01576516,,,,,0.89,"A, e",,,,,,,2009-03-01 00:00:00-05:00
2009-03-02 00:00:00-05:00,2009-03-02 00:00:00,,,01576516,,,,,0.94,"A, e",,,,,,,2009-03-02 00:00:00-05:00
2009-03-03 00:00:00-05:00,2009-03-03 00:00:00,,,01576516,,,,,0.88,"A, e",,,,,,,2009-03-03 00:00:00-05:00
2009-03-04 00:00:00-05:00,2009-03-04 00:00:00,,,01576516,,,,,0.88,"A, e",,,,,,,2009-03-04 00:00:00-05:00
2009-03-05 00:00:00-05:00,2009-03-05 00:00:00,,,01576516,,,,,0.92,"A, e",,,,,,,2009-03-05 00:00:00-05:00
2009-03-06 00:00:00-05:00,2009-03-06 00:00:00,,,01576516,,,,,0.99,"A, e",,,,,,,2009-03-06 00:00:00-05:00
2009-03-07 00:00:00-05:00,2009-03-07 00:00:00,,,01576516,,,,,0.92,"A, e",,,,,,,2009-03-07 00:00:00-05:00
2009-03-08 00:00:00-05:00,2009-03-08 00:00:00,,,01576516,,,,,0.9,"A, e",,,,,,,2009-03-08 00:00:00-05:00
2009-03-09 00:00:00-05:00,2009-03-09 00:00:00,,,01576516,,,,,0.86,"A, e",,,,,,,2009-03-09 00:00:00-05:00
2009-03-10 00:00:00-05:00,2009-03-10 00:00:00,,,01576516,,,,,0.83,"A, e",,,,,,,2009-03-10 00:00:00-05:00
2009-03-11 00:00:00-05:00,2009-03-11 00:00:00,,,01576516,,,,,0.85,"A, e",,,,,,,2009-03-11 00:00:00-05:00
2009-03-12 00:00:00-05:00,2009-03-12 00:00:00,,,01576516,,,,,0.79,"A, e",,,,,,,2009-03-12 00:00:00-05:00
2009-03-13 00:00:00-05:00,2009-03-13 00:00:00,,,01576516,,,,,0.75,"A, e",,,,,,,2009-03-13 00:00:00-05:00
2009-03-14 00:00:00-05:00,2009-03-14 00:00:00,,,01576516,,,,,0.74,"A, e",,,,,,,2009-03-14 00:00:00-05:00
2009-03-15 00:00:00-05:00,2009-03-15 00:00:00,,,01576516,,,,,0.73,"A, e",,,,,,,2009-03-15 00:00:00-05:00
2009-03-16 00:00:00-05:00,2009-03-16 00:00:00,,,01576516,,,,,0.72,"A, e",,,,,,,2009-03-16 00:00:00-05:00
2009-03-17 00:00:00-05:00,2009-03-17 00:00:00,,,01576516,,,,,0.77,"A, e",,,,,,,2009-03-17 00:00:00-05:00
2009-03-18 00:00:00-05:00,2009-03-18 00:00:00,,,01576516,,,,,0.72,"A, e",,,,,,,2009-03-18 00:00:00-05:00
2009-03-19 00:00:00-05:00,2009-03-19 00:00:00,,,01576516,,,,,0.75,"A, e",,,,,,,2009-03-19 00:00:00-05:00
2009-03-20 00:00:00-05:00,2009-03-20 00:00:00,,,01576516,,,,,0.7,A,,,,,,,2009-03-20 00:00:00-05:00
2009-03-21 00:00:00-05:00,2009-03-21 00:00:00,,,01576516,,,,,0.69,A,,,,,,,2009-03-21 00:00:00-05:00
2009-03-22 00:00:00-05:00,2009-03-22 00:00:00,,,01576516,,,,,0.71,A,,,,,,,2009-03-22 00:00:00-05:00
2009-03-23 00:00:00-05:00,2009-03-23 00:00:00,,,01576516,,,,,0.7,A,,,,,,,2009-03-23 00:00:00-05:00
2009-03-24 00:00:00-05:00,2009-03-24 00:00:00,,,01576516,,,,,0.69,A,,,,,,,2009-03-24 00:00:00-05:00
2009-03-25 00:00:00-05:00,2009-03-25 00:00:00,,,01576516,,,,,0.68,A,,,,,,,2009-03-25 00:00:00-05:00
2009-03-26 00:00:00-05:00,2009-03-26 00:00:00,,,01576516,,,,,0.72,A,,,,,,,2009-03-26 00:00:00-05:00
2009-03-27 00:00:00-05:00,2009-03-27 00:00:00,,,01576516,,,,,0.72,A,,,,,,,2009-03-27 00:00:00-05:00
2009-03-28 00:00:00-05:00,2009-03-28 00:00:00,,,01576516,,,,,0.83,A,,,,,,,2009-03-28 00:00:00-05:00
2009-03-29 00:00:00-05:00,2009-03-29 00:00:00,,,01576516,,,,,0.85,A,,,,,,,2009-03-29 00:00:00-05:00
2009-03-30 00:00:00-05:00,2009-03-30 00:00:00,,,01576516,,,,,0.71,A,,,,,,,2009-03-30 00:00:00-05:00
2009-03-31 00:00:00-05:00,2009-03-31 00:00:00,,,01576516,,,,,0.7,A,,,,,,,2009-03-31 00:00:00-05:00
2009-04-01 00:00:00-05:00,2009-04-01 00:00:00,,,01576516,,,,,0.69,A,,,,,,,2009-04-01 00:00:00-05:00
2009-04-02 00:00:00-05:00,2009-04-02 00:00:00,,,01576516,,,,,0.7,A,,,,,,,2009-04-02 00:00:00-05:00
2009-04-03 00:00:00-05:00,2009-04-03 00:00:00,,,01576516,,,,,2.25,A,,,,,,,2009-04-03 00:00:00-05:00
2009-04-04 00:00:00-05:00,2009-04-04 00:00:00,,,01576516,,,,,0.6,A,,,,,,,2009-04-04 00:00:00-05:00
2009-04-05 00:00:00-05:00,2009-04-05 00:00:00,,,01576516,,,,,0.54,A,,,,,,,2009-04-05 00:00:00-05:00
2009-04-06 00:00:00-05:00,2009-04-06 00:00:00,,,01576516,,,,,0.55,A,,,,,,,2009-04-06 00:00:00-05:00
2009-04-07 00:00:00-05:00,2009-04-07 00:00:00,,,01576516,,,,,0.51,A,,,,,,,2009-04-07 00:00:00-05:00
2009-04-08 00:00:00-05:00,2009-04-08 00:00:00,,,01576516,,,,,0.5,A,,,,,,,2009-04-08 00:00:00-05:00
2009-04-09 00:00:00-05:00,2009-04-09 00:00:00,,,01576516,,,,,0.5,A,,,,,,,2009-04-09 00:00:00-05:00
2009-04-10 00:00:00-05:00,2009-04-10 00:00:00,,,01576516,,,,,0.48,A,,,,,,,2009-04-10 00:00:00-05:00
2009-04-11 00:00:00-05:00,2009-04-11 00:00:00,,,01576516,,,,,0.61,A,,,,,,,2009-04-11 00:00:00-05:00
2009-04-12 00:00:00-05:00,2009-04-12 00:00:00,,,01576516,,,,,0.49,A,,,,,,,2009-04-12 00:00:00-05:00
