datetime,datetime_str,00010_Maximum,00010_Maximum_cd,site_no,00010_Minimum,00010_Minimum_cd,00010_Mean,00010_Mean_cd,00060_Mean,00060_Mean_cd,00095_Maximum,00095_Maximum_cd,00095_Minimum,00095_Minimum_cd,00095_Mean,00095_Mean_cd,63680_Maximum,63680_Maximum_cd,63680_Minimum,63680_Minimum_cd,63680_Mean,63680_Mean_cd,datetime
2013-01-22 00:00:00-05:00,2013-01-22 00:00:00,5.3,A,015765195,2.4,A,3.4,A,2.39,A,,,,,,,,,,,,,2013-01-22 00:00:00-05:00
2013-01-23 00:00:00-05:00,2013-01-23 00:00:00,5.1,A,015765195,2.5,A,3.5,A,1.98,A,,,,,,,,,,,,,2013-01-23 00:00:00-05:00
2013-01-24 00:00:00-05:00,2013-01-24 00:00:00,5.6,A,015765195,3.2,A,4.0,A,1.94,A,,,,,,,,,,,,,2013-01-24 00:00:00-05:00
2013-01-25 00:00:00-05:00,2013-01-25 00:00:00,5.5,A,015765195,3.1,A,3.9,A,1.86,A,,,,,,,,,,,,,2013-01-25 00:00:00-05:00
2013-01-26 00:00:00-05:00,2013-01-26 00:00:00,6.9,A,015765195,3.3,A,4.6,A,1.72,A,,,,,,,,,,,,,2013-01-26 00:00:00-05:00
2013-01-27 00:00:00-05:00,2013-01-27 00:00:00,8.0,A,015765195,3.1,A,4.9,A,1.77,A,,,,,,,,,,,,,2013-01-27 00:00:00-05:00
2013-01-28 00:00:00-05:00,2013-01-28 00:00:00,6.6,A,015765195,4.7,A,5.8,A,2.0,A,,,,,,,,,,,,,2013-01-28 00:00:00-05:00
2013-01-29 00:00:00-05:00,2013-01-29 00:00:00,11.8,A,015765195,6.6,A,8.6,A,2.34,A,,,,,,,,,,,,,2013-01-29 00:00:00-05:00
2013-01-30 00:00:00-05:00,2013-01-30 00:00:00,12.4,A,015765195,7.7,A,9.4,A,19.1,A,,,,,,,,,,,,,2013-01-30 00:00:00-05:00
2013-01-31 00:00:00-05:00,2013-01-31 00:00:00,9.4,A,015765195,4.4,A,7.2,A,42.3,A,,,,,,,,,,,,,2013-01-31 00:00:00-05:00
2013-02-01 00:00:00-05:00,2013-02-01 00:00:00,7.0,A,015765195,2.7,A,4.6,A,5.27,A,,,,,,,,,,,,,2013-02-01 00:00:00-05:00
2013-02-02 00:00:00-05:00,2013-02-02 00:00:00,5.2,A,015765195,2.7,A,4.1,A,4.44,A,,,,,,,,,,,,,2013-02-02 00:00:00-05:00
2013-02-03 00:00:00-05:00,2013-02-03 00:00:00,8.9,A,015765195,4.5,A,6.1,A,4.33,A,,,,,,,,,,,,,2013-02-03 00:00:00-05:00
2013-02-04 00:00:00-05:00,2013-02-04 00:00:00,7.9,A,015765195,3.4,A,5.3,A,4.11,A,,,,,,,,,,,,,2013-02-04 00:00:00-05:00
2013-02-05 00:00:00-05:00,2013-02-05 00:00:00,7.6,A,015765195,5.8,A,6.6,A,3.97,A,,,,,,,,,,,,,2013-02-05 00:00:00-05:00
2013-02-06 00:00:00-05:00,2013-02-06 00:00:00,9.0,A,015765195,5.3,A,6.7,A,3.85,A,,,,,,,,,,,,,2013-02-06 00:00:00-05:00
2013-02-07 00:00:00-05:00,2013-02-07 00:00:00,7.5,A,015765195,4.7,A,6.1,A,3.72,A,,,,,,,,,,,,,2013-02-07 00:00:00-05:00
2013-02-08 00:00:00-05:00,2013-02-08 00:00:00,7.6,A,015765195,5.2,A,6.6,A,4.09,A,,,,,,,,,,,,,2013-02-08 00:00:00-05:00
2013-02-09 00:00:00-05:00,2013-02-09 00:00:00,7.8,A,015765195,3.1,A,5.0,A,3.88,A,,,,,,,,,,,,,2013-02-09 00:00:00-05:00
2013-02-10 00:00:00-05:00,2013-02-10 00:00:00,9.7,A,015765195,3.8,A,6.1,A,3.61,A,,,,,,,,,,,,,2013-02-10 00:00:00-05:00
2013-02-11 00:00:00-05:00,2013-02-11 00:00:00,8.2,A,015765195,4.5,A,6.8,A,5.03,A,,,,,,,,,,,,,2013-02-11 00:00:00-05:00
2013-02-12 00:00:00-05:00,2013-02-12 00:00:00,10.9,A,015765195,6.1,A,7.6,A,3.68,A,,,,,,,,,,,,,2013-02-12 00:00:00-05:00
2013-02-13 00:00:00-05:00,2013-02-13 00:00:00,9.1,A,015765195,5.0,A,6.9,A,3.51,A,,,,,,,,,,,,,2013-02-13 00:00:00-05:00
2013-02-14 00:00:00-05:00,2013-02-14 00:00:00,11.7,A,015765195,6.0,A,7.9,A,3.52,A,,,,,,,,,,,,,2013-02-14 00:00:00-05:00
2013-02-15 00:00:00-05:00,2013-02-15 00:00:00,13.0,A,015765195,6.0,A,8.5,A,3.61,A,,,,,,,,,,,,,2013-02-15 00:00:00-05:00
2013-02-16 00:00:00-05:00,2013-02-16 00:00:00,8.6,A,015765195,5.1,A,6.7,A,4.25,A,,,,,,,,,,,,,2013-02-16 00:00:00-05:00
2013-02-17 00:00:00-05:00,2013-02-17 00:00:00,6.2,A,015765195,2.3,A,4.3,A,3.52,A,,,,,,,,,,,,,2013-02-17 00:00:00-05:00
2013-02-18 00:00:00-05:00,2013-02-18 00:00:00,8.7,A,015765195,2.3,A,5.1,A,3.4,A,,,,,,,,,,,,,2013-02-18 00:00:00-05:00
2013-02-19 00:00:00-05:00,2013-02-19 00:00:00,6.9,A,015765195,4.9,A,5.8,A,3.76,A,,,,,,,,,,,,,2013-02-19 00:00:00-05:00
2013-02-20 00:00:00-05:00,2013-02-20 00:00:00,7.0,A,015765195,3.1,A,4.8,A,3.45,A,,,,,,,,,,,,,2013-02-20 00:00:00-05:00
2013-02-21 00:00:00-05:00,2013-02-21 00:00:00,8.4,A,015765195,3.1,A,4.9,A,3.35,A,,,,,,,,,,,,,2013-02-21 00:00:00-05:00
2013-02-22 00:00:00-05:00,2013-02-22 00:00:00,7.6,A,015765195,4.5,A,6.0,A,3.31,A,,,,,,,,,,,,,2013-02-22 00:00:00-05:00
2013-02-23 00:00:00-05:00,2013-02-23 00:00:00,9.2,A,015765195,6.5,A,7.7,A,3.4,A,,,,,,,,,,,,,2013-02-23 00:00:00-05:00
2013-02-24 00:00:00-05:00,2013-02-24 00:00:00,11.5,A,015765195,5.7,A,8.3,A,3.35,A,,,,,,,,,,,,,2013-02-24 00:00:00-05:00
2013-02-25 00:00:00-05:00,2013-02-25 00:00:00,11.7,A,015765195,5.1,A,7.7,A,3.31,A,,,,,,,,,,,,,2013-02-25 00:00:00-05:00
2013-02-26 00:00:00-05:00,2013-02-26 00:00:00,8.9,A,015765195,5.7,A,7.0,A,3.43,A,,,,,,,,,,,,,2013-02-26 00:00:00-05:00
2013-02-27 00:00:00-05:00,2013-02-27 00:00:00,12.6,A,015765195,5.2,A,8.2,A,5.1,A,,,,,,,,,,,,,2013-02-27 00:00:00-05:00
2013-02-28 00:00:00-05:00,2013-02-28 00:00:00,11.0,A,015765195,6.9,A,8.5,A,3.41,A,,,,,,,,,,,,,2013-02-28 00:00:00-05:00
2013-03-01 00:00:00-05:00,2013-03-01 00:00:00,8.7,A,015765195,6.8,A,7.5,A,3.35,A,,,,,,,,,,,,,2013-03-01 00:00:00-05:00
2013-03-02 00:00:00-05:00,2013-03-02 00:00:00,10.3,A,015765195,5.7,A,7.3,A,3.29,A,,,,,,,,,,,,,2013-03-02 00:00:00-05:00
2013-03-03 00:00:00-05:00,2013-03-03 00:00:00,8.1,A,015765195,5.1,A,6.2,A,3.24,A,,,,,,,,,,,,,2013-03-03 00:00:00-05:00
2013-03-04 00:00:00-05:00,2013-03-04 00:00:00,9.6,A,015765195,4.1,A,6.0,A,3.17,A,,,,,,,,,,,,,2013-03-04 00:00:00-05:00
2013-03-05 00:00:00-05:00,2013-03-05 00:00:00,12.5,A,015765195,4.7,A,7.7,A,3.12,A,,,,,,,,,,,,,2013-03-05 00:00:00-05:00
2013-03-06 00:00:00-05:00,2013-03-06 00:00:00,7.0,A,015765195,5.7,A,6.3,A,3.62,A,,,,,,,,,,,,,2013-03-06 00:00:00-05:00
2013-03-07 00:00:00-05:00,2013-03-07 00:00:00,11.6,A,015765195,5.7,A,7.6,A,3.22,A,,,,,,,,,,,,,2013-03-07 00:00:00-05:00
2013-03-08 00:00:00-05:00,2013-03-08 00:00:00,9.3,A,015765195,5.1,A,6.8,A,3.08,A,,,,,,,,,,,,,2013-03-08 00:00:00-05:00
2013-03-09 00:00:00-05:00,2013-03-09 00:00:00,14.4,A,015765195,5.5,A,9.0,A,3.02,A,,,,,,,,,,,,,2013-03-09 00:00:00-05:00
2013-03-10 00:00:00-05:00,2013-03-10 00:00:00,14.0,A,015765195,6.1,A,9.4,A,2.98,A,,,,,,,,,,,,,2013-03-10 00:00:00-05:00
2013-03-11 00:00:00-05:00,2013-03-11 00:00:00,13.0,A,015765195,8.0,A,10.2,A,2.98,A,,,,,,,,,,,,,2013-03-11 00:00:00-05:00
2013-03-12 00:00:00-05:00,2013-03-12 00:00:00,11.6,A,015765195,7.7,A,10.2,A,16.4,A,,,,,,,,,,,,,2013-03-12 00:00:00-05:00
2013-03-13 00:00:00-05:00,2013-03-13 00:00:00,12.1,A,015765195,5.9,A,8.6,A,4.8,A,,,,,,,,,,,,,2013-03-13 00:00:00-05:00
2013-03-14 00:00:00-05:00,2013-03-14 00:00:00,11.1,A,015765195,5.0,A,7.0,A,4.03,A,,,,,,,,,,,,,2013-03-14 00:00:00-05:00
2013-03-15 00:00:00-05:00,2013-03-15 00:00:00,11.5,A,015765195,4.9,A,7.7,A,3.68,A,,,,,,,,,,,,,2013-03-15 00:00:00-05:00
2013-03-16 00:00:00-05:00,2013-03-16 00:00:00,8.0,A,015765195,6.8,A,7.6,A,3.83,A,,,,,,,,,,,,,2013-03-16 00:00:00-05:00
2013-03-17 00:00:00-05:00,2013-03-17 00:00:00,10.4,A,015765195,6.9,A,7.8,A,3.58,A,,,,,,,,,,,,,2013-03-17 00:00:00-05:00
2013-03-18 00:00:00-05:00,2013-03-18 00:00:00,7.3,A,015765195,4.2,A,6.2,A,3.99,A,,,,,,,,,,,,,2013-03-18 00:00:00-05:00
2013-03-19 00:00:00-05:00,2013-03-19 00:00:00,12.9,A,015765195,4.5,A,8.0,A,5.51,A,,,,,,,,,,,,,2013-03-19 00:00:00-05:00
2013-03-20 00:00:00-05:00,2013-03-20 00:00:00,13.0,A,015765195,5.5,A,8.4,A,3.55,A,,,,,,,,,,,,,2013-03-20 00:00:00-05:00
2013-03-21 00:00:00-05:00,2013-03-21 00:00:00,9.4,A,015765195,4.9,A,7.0,A,3.29,A,,,,,,,,,,,,,2013-03-21 00:00:00-05:00
2013-03-22 00:00:00-05:00,2013-03-22 00:00:00,10.8,A,015765195,4.7,A,6.9,A,3.05,A,,,,,,,,,,,,,2013-03-22 00:00:00-05:00
2013-03-23 00:00:00-05:00,2013-03-23 00:00:00,13.5,A,015765195,5.3,A,8.3,A,2.96,A,,,,,,,,,,,,,2013-03-23 00:00:00-05:00
2013-03-24 00:00:00-05:00,2013-03-24 00:00:00,11.3,A,015765195,5.6,A,8.2,A,2.91,A,,,,,,,,,,,,,2013-03-24 00:00:00-05:00
2013-03-25 00:00:00-05:00,2013-03-25 00:00:00,8.2,A,015765195,5.0,A,7.0,A,3.62,A,,,,,,,,,,,,,2013-03-25 00:00:00-05:00
2013-03-26 00:00:00-05:00,2013-03-26 00:00:00,13.4,A,015765195,6.2,A,8.9,A,3.47,A,,,,,,,,,,,,,2013-03-26 00:00:00-05:00
2013-03-27 00:00:00-05:00,2013-03-27 00:00:00,13.1,A,015765195,6.9,A,9.0,A,3.05,A,,,,,,,,,,,,,2013-03-27 00:00:00-05:00
2013-03-28 00:00:00-05:00,2013-03-28 00:00:00,10.9,A,015765195,6.6,A,8.4,A,2.78,A,,,,,,,,,,,,,2013-03-28 00:00:00-05:00
2013-03-29 00:00:00-05:00,2013-03-29 00:00:00,13.8,A,015765195,7.3,A,9.6,A,2.67,A,,,,,,,,,,,,,2013-03-29 00:00:00-05:00
2013-03-30 00:00:00-05:00,2013-03-30 00:00:00,16.1,A,015765195,6.5,A,10.5,A,2.59,A,,,,,,,,,,,,,2013-03-30 00:00:00-05:00
2013-03-31 00:00:00-05:00,2013-03-31 00:00:00,11.1,A,015765195,7.7,A,9.4,A,2.52,A,,,,,,,,,,,,,2013-03-31 00:00:00-05:00
2013-04-01 00:00:00-05:00,2013-04-01 00:00:00,15.1,A,015765195,7.1,A,10.1,A,2.48,A,,,,,,,,,,,,,2013-04-01 00:00:00-05:00
2013-04-02 00:00:00-05:00,2013-04-02 00:00:00,12.7,A,015765195,6.2,A,8.6,A,2.39,A,,,,,,,,,,,,,2013-04-02 00:00:00-05:00
2013-04-03 00:00:00-05:00,2013-04-03 00:00:00,13.7,A,015765195,5.8,A,8.6,A,2.35,A,,,,,,,,,,,,,2013-04-03 00:00:00-05:00
2013-04-04 00:00:00-05:00,2013-04-04 00:00:00,14.9,A,015765195,5.6,A,9.4,A,2.33,A,,,,,,,,,,,,,2013-04-04 00:00:00-05:00
2013-04-05 00:00:00-05:00,2013-04-05 00:00:00,16.6,A,015765195,8.3,A,11.2,A,2.23,A,,,,,,,,,,,,,2013-04-05 00:00:00-05:00
2013-04-06 00:00:00-05:00,2013-04-06 00:00:00,16.4,A,015765195,7.1,A,10.8,A,2.14,A,,,,,,,,,,,,,2013-04-06 00:00:00-05:00
2013-04-07 00:00:00-05:00,2013-04-07 00:00:00,16.9,A,015765195,8.0,A,11.8,A,2.13,A,,,,,,,,,,,,,2013-04-07 00:00:00-05:00
2013-04-08 00:00:00-05:00,2013-04-08 00:00:00,18.9,A,015765195,9.9,A,13.6,A,2.11,A,,,,,,,,,,,,,2013-04-08 00:00:00-05:00
2013-04-09 00:00:00-05:00,2013-04-09 00:00:00,20.9,A,015765195,11.4,A,15.4,A,2.05,A,,,,,,,,,,,,,2013-04-09 00:00:00-05:00
2013-04-10 00:00:00-05:00,2013-04-10 00:00:00,21.5,A,015765195,12.1,A,16.1,A,2.04,A,,,,,,,,,,,,,2013-04-10 00:00:00-05:00
2013-04-11 00:00:00-05:00,2013-04-11 00:00:00,21.5,A,015765195,12.6,A,15.7,A,2.1,A,,,,,,,,,,,,,2013-04-11 00:00:00-05:00
2013-04-12 00:00:00-05:00,2013-04-12 00:00:00,12.7,A,015765195,10.8,A,11.8,A,3.33,A,,,,,,,,,,,,,2013-04-12 00:00:00-05:00
2013-04-13 00:00:00-05:00,2013-04-13 00:00:00,17.2,A,015765195,9.6,A,12.7,A,2.15,A,,,,,,,,,,,,,2013-04-13 00:00:00-05:00
2013-04-14 00:00:00-05:00,2013-04-14 00:00:00,17.5,A,015765195,9.2,A,12.8,A,2.0,A,,,,,,,,,,,,,2013-04-14 00:00:00-05:00
2013-04-15 00:00:00-05:00,2013-04-15 00:00:00,17.0,A,015765195,10.6,A,12.8,A,1.95,A,,,,,,,,,,,,,2013-04-15 00:00:00-05:00
2013-04-16 00:00:00-05:00,2013-04-16 00:00:00,18.0,A,015765195,11.3,A,13.9,A,1.93,A,,,,,,,,,,,,,2013-04-16 00:00:00-05:00
2013-04-17 00:00:00-05:00,2013-04-17 00:00:00,18.1,A,015765195,12.5,A,14.1,A,1.89,A,,,,,,,,,,,,,2013-04-17 00:00:00-05:00
2013-04-18 00:00:00-05:00,2013-04-18 00:00:00,15.3,A,015765195,12.0,A,13.2,A,1.94,A,,,,,,,,,,,,,2013-04-18 00:00:00-05:00
2013-04-19 00:00:00-05:00,2013-04-19 00:00:00,18.3,A,015765195,12.3,A,15.2,A,9.85,A,,,,,,,,,,,,,2013-04-19 00:00:00-05:00
2013-04-20 00:00:00-05:00,2013-04-20 00:00:00,17.1,A,015765195,9.8,A,13.3,A,5.9,A,,,,,,,,,,,,,2013-04-20 00:00:00-05:00
2013-04-21 00:00:00-05:00,2013-04-21 00:00:00,17.3,A,015765195,8.2,A,12.0,A,2.4,A,,,,,,,,,,,,,2013-04-21 00:00:00-05:00
2013-04-22 00:00:00-05:00,2013-04-22 00:00:00,17.1,A,015765195,8.5,A,12.1,A,2.26,A,,,,,,,,,,,,,2013-04-22 00:00:00-05:00
2013-04-23 00:00:00-05:00,2013-04-23 00:00:00,16.1,A,015765195,10.1,A,12.5,A,2.19,A,,,,,,,,,,,,,2013-04-23 00:00:00-05:00
2013-04-24 00:00:00-05:00,2013-04-24 00:00:00,19.3,A,015765195,9.3,A,13.7,A,2.18,A,,,,,,,,,,,,,2013-04-24 00:00:00-05:00
2013-04-25 00:00:00-05:00,2013-04-25 00:00:00,18.5,A,015765195,9.7,A,13.4,A,2.3,"A, e",,,,,,,,,,,,,2013-04-25 00:00:00-05:00
2013-04-26 00:00:00-05:00,2013-04-26 00:00:00,18.8,A,015765195,9.3,A,13.2,A,2.14,A,,,,,,,,,,,,,2013-04-26 00:00:00-05:00
2013-04-27 00:00:00-05:00,2013-04-27 00:00:00,19.3,A,015765195,9.1,A,13.6,A,2.12,A,,,,,,,,,,,,,2013-04-27 00:00:00-05:00
2013-04-28 00:00:00-05:00,2013-04-28 00:00:00,17.4,A,015765195,10.1,A,13.3,A,2.12,A,,,,,,,,,,,,,2013-04-28 00:00:00-05:00
2013-04-29 00:00:00-05:00,2013-04-29 00:00:00,13.7,A,015765195,11.9,A,12.7,A,2.42,A,,,,,,,,,,,,,2013-04-29 00:00:00-05:00
2013-04-30 00:00:00-05:00,2013-04-30 00:00:00,18.9,A,015765195,11.9,A,14.4,A,2.19,A,,,,,,,,,,,,,2013-04-30 00:00:00-05:00
2013-05-01 00:00:00-05:00,2013-05-01 00:00:00,,,015765195,,,,,2.08,A,,,,,,,,,,,,,2013-05-01 00:00:00-05:00
2013-05-02 00:00:00-05:00,2013-05-02 00:00:00,20.2,A,015765195,9.9,A,14.3,A,2.06,A,,,,,,,,,,,,,2013-05-02 00:00:00-05:00
2013-05-03 00:00:00-05:00,2013-05-03 00:00:00,19.7,A,015765195,10.6,A,14.3,A,2.08,A,,,,,,,,,,,,,2013-05-03 00:00:00-05:00
2013-05-04 00:00:00-05:00,2013-05-04 00:00:00,19.9,A,015765195,10.0,A,14.2,A,2.06,A,,,,,,,,,,,,,2013-05-04 00:00:00-05:00
2013-05-05 00:00:00-05:00,2013-05-05 00:00:00,19.6,A,015765195,10.0,A,14.0,A,2.06,A,,,,,,,,,,,,,2013-05-05 00:00:00-05:00
2013-05-06 00:00:00-05:00,2013-05-06 00:00:00,15.9,A,015765195,10.1,A,12.8,A,2.05,A,,,,,,,,,,,,,2013-05-06 00:00:00-05:00
2013-05-07 00:00:00-05:00,2013-05-07 00:00:00,18.3,A,015765195,12.1,A,14.6,A,2.07,A,,,,,,,,,,,,,2013-05-07 00:00:00-05:00
2013-05-08 00:00:00-05:00,2013-05-08 00:00:00,19.0,A,015765195,13.4,A,15.3,A,2.17,A,,,,,,,,,,,,,2013-05-08 00:00:00-05:00
2013-05-09 00:00:00-05:00,2013-05-09 00:00:00,17.4,A,015765195,12.5,A,14.7,A,2.05,A,,,,,,,,,,,,,2013-05-09 00:00:00-05:00
2013-05-10 00:00:00-05:00,2013-05-10 00:00:00,20.3,A,015765195,11.9,A,16.0,A,3.76,A,,,,,,,,,,,,,2013-05-10 00:00:00-05:00
2013-05-11 00:00:00-05:00,2013-05-11 00:00:00,19.0,A,015765195,14.9,A,17.0,A,5.89,A,,,,,,,,,,,,,2013-05-11 00:00:00-05:00
2013-05-12 00:00:00-05:00,2013-05-12 00:00:00,18.3,A,015765195,11.3,A,14.8,A,2.32,A,,,,,,,,,,,,,2013-05-12 00:00:00-05:00
2013-05-13 00:00:00-05:00,2013-05-13 00:00:00,15.5,A,015765195,10.1,A,12.3,A,2.12,A,,,,,,,,,,,,,2013-05-13 00:00:00-05:00
2013-05-14 00:00:00-05:00,2013-05-14 00:00:00,17.1,A,015765195,8.9,A,12.7,A,2.04,A,,,,,,,,,,,,,2013-05-14 00:00:00-05:00
2013-05-15 00:00:00-05:00,2013-05-15 00:00:00,16.1,A,015765195,11.7,A,13.8,A,2.09,A,,,,,,,,,,,,,2013-05-15 00:00:00-05:00
2013-05-16 00:00:00-05:00,2013-05-16 00:00:00,20.3,A,015765195,12.5,A,15.5,A,2.1,A,,,,,,,,,,,,,2013-05-16 00:00:00-05:00
2013-05-17 00:00:00-05:00,2013-05-17 00:00:00,20.4,A,015765195,12.0,A,15.7,A,1.99,A,,,,,,,,,,,,,2013-05-17 00:00:00-05:00
2013-05-18 00:00:00-05:00,2013-05-18 00:00:00,15.8,A,015765195,13.3,A,14.5,A,1.99,A,,,,,,,,,,,,,2013-05-18 00:00:00-05:00
2013-05-19 00:00:00-05:00,2013-05-19 00:00:00,15.2,A,015765195,13.6,A,14.3,A,2.02,A,,,,,,,,,,,,,2013-05-19 00:00:00-05:00
2013-05-20 00:00:00-05:00,2013-05-20 00:00:00,19.0,A,015765195,13.8,A,16.1,A,1.99,A,,,,,,,,,,,,,2013-05-20 00:00:00-05:00
2013-05-21 00:00:00-05:00,2013-05-21 00:00:00,22.5,A,015765195,13.7,A,17.6,A,1.96,A,,,,,,,,,,,,,2013-05-21 00:00:00-05:00
2013-05-22 00:00:00-05:00,2013-05-22 00:00:00,22.7,A,015765195,14.5,A,18.1,A,1.93,A,,,,,,,,,,,,,2013-05-22 00:00:00-05:00
2013-05-23 00:00:00-05:00,2013-05-23 00:00:00,21.1,A,015765195,15.0,A,17.3,A,2.36,A,,,,,,,,,,,,,2013-05-23 00:00:00-05:00
2013-05-24 00:00:00-05:00,2013-05-24 00:00:00,18.1,A,015765195,11.6,A,14.7,A,2.38,A,,,,,,,,,,,,,2013-05-24 00:00:00-05:00
2013-05-25 00:00:00-05:00,2013-05-25 00:00:00,16.9,A,015765195,10.5,A,13.3,A,1.9,A,,,,,,,,,,,,,2013-05-25 00:00:00-05:00
2013-05-26 00:00:00-05:00,2013-05-26 00:00:00,18.7,A,015765195,10.7,A,14.1,A,1.83,A,,,,,,,,,,,,,2013-05-26 00:00:00-05:00
2013-05-27 00:00:00-05:00,2013-05-27 00:00:00,18.2,A,015765195,10.5,A,14.1,A,1.78,A,,,,,,,,,,,,,2013-05-27 00:00:00-05:00
2013-05-28 00:00:00-05:00,2013-05-28 00:00:00,15.5,A,015765195,12.8,A,14.0,A,2.1,A,,,,,,,,,,,,,2013-05-28 00:00:00-05:00
2013-05-29 00:00:00-05:00,2013-05-29 00:00:00,22.1,A,015765195,13.3,A,17.1,A,1.88,A,,,,,,,,,,,,,2013-05-29 00:00:00-05:00
2013-05-30 00:00:00-05:00,2013-05-30 00:00:00,22.5,A,015765195,14.2,A,17.9,A,1.79,A,,,,,,,,,,,,,2013-05-30 00:00:00-05:00
2013-05-31 00:00:00-05:00,2013-05-31 00:00:00,,,015765195,,,,,1.72,A,,,,,,,,,,,,,2013-05-31 00:00:00-05:00
2013-06-01 00:00:00-05:00,2013-06-01 00:00:00,,,015765195,,,,,1.71,A,,,,,,,,,,,,,2013-06-01 00:00:00-05:00
2013-06-02 00:00:00-05:00,2013-06-02 00:00:00,20.3,A,015765195,15.7,A,17.8,A,1.69,A,,,,,,,,,,,,,2013-06-02 00:00:00-05:00
2013-06-03 00:00:00-05:00,2013-06-03 00:00:00,20.3,A,015765195,15.1,A,17.4,A,1.72,A,,,,,,,,,,,,,2013-06-03 00:00:00-05:00
2013-06-04 00:00:00-05:00,2013-06-04 00:00:00,,,015765195,,,,,1.65,A,,,,,,,,,,,,,2013-06-04 00:00:00-05:00
2013-06-05 00:00:00-05:00,2013-06-05 00:00:00,,,015765195,,,,,1.64,A,,,,,,,,,,,,,2013-06-05 00:00:00-05:00
2013-06-06 00:00:00-05:00,2013-06-06 00:00:00,16.9,A,015765195,13.8,A,15.1,A,2.13,A,,,,,,,,,,,,,2013-06-06 00:00:00-05:00
2013-06-07 00:00:00-05:00,2013-06-07 00:00:00,18.9,A,015765195,16.1,A,17.8,A,6.16,A,,,,,,,,,,,,,2013-06-07 00:00:00-05:00
2013-06-08 00:00:00-05:00,2013-06-08 00:00:00,18.8,A,015765195,14.8,A,17.0,A,2.48,A,,,,,,,,,,,,,2013-06-08 00:00:00-05:00
2013-06-09 00:00:00-05:00,2013-06-09 00:00:00,20.5,A,015765195,13.8,A,16.8,A,1.91,A,,,,,,,,,,,,,2013-06-09 00:00:00-05:00
2013-06-10 00:00:00-05:00,2013-06-10 00:00:00,22.6,A,015765195,15.6,A,19.6,A,24.8,A,,,,,,,,,,,,,2013-06-10 00:00:00-05:00
2013-06-11 00:00:00-05:00,2013-06-11 00:00:00,21.1,A,015765195,16.5,A,19.0,A,4.32,A,,,,,,,,,,,,,2013-06-11 00:00:00-05:00
2013-06-12 00:00:00-05:00,2013-06-12 00:00:00,21.4,A,015765195,15.1,A,17.9,A,2.74,A,,,,,,,,,,,,,2013-06-12 00:00:00-05:00
2013-06-13 00:00:00-05:00,2013-06-13 00:00:00,21.9,A,015765195,15.9,A,18.0,A,3.09,A,,,,,,,,,,,,,2013-06-13 00:00:00-05:00
2013-06-14 00:00:00-05:00,2013-06-14 00:00:00,20.4,A,015765195,14.9,A,17.0,A,2.62,A,,,,,,,,,,,,,2013-06-14 00:00:00-05:00
2013-06-15 00:00:00-05:00,2013-06-15 00:00:00,21.3,A,015765195,13.6,A,17.0,A,2.4,A,,,,,,,,,,,,,2013-06-15 00:00:00-05:00
2013-06-16 00:00:00-05:00,2013-06-16 00:00:00,19.2,A,015765195,14.1,A,16.4,A,2.5,A,,,,,,,,,,,,,2013-06-16 00:00:00-05:00
2013-06-17 00:00:00-05:00,2013-06-17 00:00:00,21.8,A,015765195,14.8,A,18.2,A,3.13,A,,,,,,,,,,,,,2013-06-17 00:00:00-05:00
2013-06-18 00:00:00-05:00,2013-06-18 00:00:00,21.2,A,015765195,15.9,A,18.2,A,10.8,A,,,,,,,,,,,,,2013-06-18 00:00:00-05:00
2013-06-19 00:00:00-05:00,2013-06-19 00:00:00,21.7,A,015765195,15.4,A,18.1,A,2.63,A,,,,,,,,,,,,,2013-06-19 00:00:00-05:00
2013-06-20 00:00:00-05:00,2013-06-20 00:00:00,20.9,A,015765195,14.5,A,17.2,A,2.15,A,,,,,,,,,,,,,2013-06-20 00:00:00-05:00
2013-06-21 00:00:00-05:00,2013-06-21 00:00:00,21.9,A,015765195,14.1,A,17.4,A,2.0,A,,,,,,,,,,,,,2013-06-21 00:00:00-05:00
2013-06-22 00:00:00-05:00,2013-06-22 00:00:00,22.3,A,015765195,14.2,A,17.8,A,1.93,A,,,,,,,,,,,,,2013-06-22 00:00:00-05:00
2013-06-23 00:00:00-05:00,2013-06-23 00:00:00,21.6,A,015765195,14.9,A,18.2,A,1.95,A,,,,,,,,,,,,,2013-06-23 00:00:00-05:00
2013-06-24 00:00:00-05:00,2013-06-24 00:00:00,23.1,A,015765195,15.5,A,18.5,A,1.96,A,,,,,,,,,,,,,2013-06-24 00:00:00-05:00
2013-06-25 00:00:00-05:00,2013-06-25 00:00:00,23.5,A,015765195,15.4,A,18.7,A,1.9,A,,,,,,,,,,,,,2013-06-25 00:00:00-05:00
2013-06-26 00:00:00-05:00,2013-06-26 00:00:00,23.1,A,015765195,16.4,A,19.2,A,2.08,A,,,,,,,,,,,,,2013-06-26 00:00:00-05:00
2013-06-27 00:00:00-05:00,2013-06-27 00:00:00,25.0,A,015765195,16.4,A,20.1,A,6.72,A,,,,,,,,,,,,,2013-06-27 00:00:00-05:00
2013-06-28 00:00:00-05:00,2013-06-28 00:00:00,22.6,A,015765195,16.9,A,19.8,A,2.54,A,,,,,,,,,,,,,2013-06-28 00:00:00-05:00
2013-06-29 00:00:00-05:00,2013-06-29 00:00:00,23.2,A,015765195,15.8,A,18.9,A,1.93,A,,,,,,,,,,,,,2013-06-29 00:00:00-05:00
