datetime,datetime_str,00010_Maximum,00010_Maximum_cd,site_no,00010_Minimum,00010_Minimum_cd,00010_Mean,00010_Mean_cd,00060_Mean,00060_Mean_cd,00095_Maximum,00095_Maximum_cd,00095_Minimum,00095_Minimum_cd,00095_Mean,00095_Mean_cd,63680_Maximum,63680_Maximum_cd,63680_Minimum,63680_Minimum_cd,63680_Mean,63680_Mean_cd,datetime
2008-10-01 00:00:00-05:00,2008-10-01 00:00:00,,,015765195,,,,,1.34,"A, e",,,,,,,,,,,,,2008-10-01 00:00:00-05:00
2008-10-02 00:00:00-05:00,2008-10-02 00:00:00,,,015765195,,,,,1.25,"A, e",,,,,,,,,,,,,2008-10-02 00:00:00-05:00
2008-10-03 00:00:00-05:00,2008-10-03 00:00:00,,,015765195,,,,,1.19,"A, e",,,,,,,,,,,,,2008-10-03 00:00:00-05:00
2008-10-04 00:00:00-05:00,2008-10-04 00:00:00,,,015765195,,,,,1.17,"A, e",,,,,,,,,,,,,2008-10-04 00:00:00-05:00
2008-10-05 00:00:00-05:00,2008-10-05 00:00:00,,,015765195,,,,,1.15,"A, e",,,,,,,,,,,,,2008-10-05 00:00:00-05:00
2008-10-06 00:00:00-05:00,2008-10-06 00:00:00,,,015765195,,,,,1.16,"A, e",,,,,,,,,,,,,2008-10-06 00:00:00-05:00
2008-10-07 00:00:00-05:00,2008-10-07 00:00:00,,,015765195,,,,,1.17,"A, e",,,,,,,,,,,,,2008-10-07 00:00:00-05:00
2008-10-08 00:00:00-05:00,2008-10-08 00:00:00,,,015765195,,,,,1.15,"A, e",,,,,,,,,,,,,2008-10-08 00:00:00-05:00
2008-10-09 00:00:00-05:00,2008-10-09 00:00:00,,,015765195,,,,,1.06,"A, e",,,,,,,,,,,,,2008-10-09 00:00:00-05:00
2008-10-10 00:00:00-05:00,2008-10-10 00:00:00,,,015765195,,,,,1.03,"A, e",,,,,,,,,,,,,2008-10-10 00:00:00-05:00
2008-10-11 00:00:00-05:00,2008-10-11 00:00:00,,,015765195,,,,,1.01,"A, e",,,,,,,,,,,,,2008-10-11 00:00:00-05:00
2008-10-12 00:00:00-05:00,2008-10-12 00:00:00,,,015765195,,,,,1.0,"A, e",,,,,,,,,,,,,2008-10-12 00:00:00-05:00
2008-10-13 00:00:00-05:00,2008-10-13 00:00:00,,,015765195,,,,,1.0,"A, e",,,,,,,,,,,,,2008-10-13 00:00:00-05:00
2008-10-14 00:00:00-05:00,2008-10-14 00:00:00,,,015765195,,,,,1.03,"A, e",,,,,,,,,,,,,2008-10-14 00:00:00-05:00
2008-10-15 00:00:00-05:00,2008-10-15 00:00:00,,,015765195,,,,,0.93,A,,,,,,,,,,,,,2008-10-15 00:00:00-05:00
2008-10-16 00:00:00-05:00,2008-10-16 00:00:00,,,015765195,,,,,0.93,A,,,,,,,,,,,,,2008-10-16 00:00:00-05:00
2008-10-17 00:00:00-05:00,2008-10-17 00:00:00,,,015765195,,,,,0.9,A,,,,,,,,,,,,,2008-10-17 00:00:00-05:00
2008-10-18 00:00:00-05:00,2008-10-18 00:00:00,,,015765195,,,,,0.91,A,,,,,,,,,,,,,2008-10-18 00:00:00-05:00
2008-10-19 00:00:00-05:00,2008-10-19 00:00:00,,,015765195,,,,,0.89,A,,,,,,,,,,,,,2008-10-19 00:00:00-05:00
2008-10-20 00:00:00-05:00,2008-10-20 00:00:00,,,015765195,,,,,0.88,A,,,,,,,,,,,,,2008-10-20 00:00:00-05:00
2008-10-21 00:00:00-05:00,2008-10-21 00:00:00,,,015765195,,,,,0.88,A,,,,,,,,,,,,,2008-10-21 00:00:00-05:00
2008-10-22 00:00:00-05:00,2008-10-22 00:00:00,,,015765195,,,,,0.87,A,,,,,,,,,,,,,2008-10-22 00:00:00-05:00
2008-10-23 00:00:00-05:00,2008-10-23 00:00:00,,,015765195,,,,,0.87,A,,,,,,,,,,,,,2008-10-23 00:00:00-05:00
2008-10-24 00:00:00-05:00,2008-10-24 00:00:00,,,015765195,,,,,0.87,A,,,,,,,,,,,,,2008-10-24 00:00:00-05:00
2008-10-25 00:00:00-05:00,2008-10-25 00:00:00,,,015765195,,,,,4.93,A,,,,,,,,,,,,,2008-10-25 00:00:00-05:00
2008-10-26 00:00:00-05:00,2008-10-26 00:00:00,,,015765195,,,,,1.76,A,,,,,,,,,,,,,2008-10-26 00:00:00-05:00
2008-10-27 00:00:00-05:00,2008-10-27 00:00:00,,,015765195,,,,,1.2,A,,,,,,,,,,,,,2008-10-27 00:00:00-05:00
2008-10-28 00:00:00-05:00,2008-10-28 00:00:00,,,015765195,,,,,5.71,A,,,,,,,,,,,,,2008-10-28 00:00:00-05:00
2008-10-29 00:00:00-05:00,2008-10-29 00:00:00,,,015765195,,,,,1.74,A,,,,,,,,,,,,,2008-10-29 00:00:00-05:00
2008-10-30 00:00:00-05:00,2008-10-30 00:00:00,,,015765195,,,,,1.34,A,,,,,,,,,,,,,2008-10-30 00:00:00-05:00
2008-10-31 00:00:00-05:00,2008-10-31 00:00:00,,,015765195,,,,,1.2,A,,,,,,,,,,,,,2008-10-31 00:00:00-05:00
2008-11-01 00:00:00-05:00,2008-11-01 00:00:00,,,015765195,,,,,1.15,A,,,,,,,,,,,,,2008-11-01 00:00:00-05:00
2008-11-02 00:00:00-05:00,2008-11-02 00:00:00,,,015765195,,,,,1.08,A,,,,,,,,,,,,,2008-11-02 00:00:00-05:00
2008-11-03 00:00:00-05:00,2008-11-03 00:00:00,,,015765195,,,,,1.07,A,,,,,,,,,,,,,2008-11-03 00:00:00-05:00
2008-11-04 00:00:00-05:00,2008-11-04 00:00:00,,,015765195,,,,,1.08,A,,,,,,,,,,,,,2008-11-04 00:00:00-05:00
2008-11-05 00:00:00-05:00,2008-11-05 00:00:00,,,015765195,,,,,1.11,A,,,,,,,,,,,,,2008-11-05 00:00:00-05:00
2008-11-06 00:00:00-05:00,2008-11-06 00:00:00,,,015765195,,,,,1.23,A,,,,,,,,,,,,,2008-11-06 00:00:00-05:00
2008-11-07 00:00:00-05:00,2008-11-07 00:00:00,,,015765195,,,,,1.07,A,,,,,,,,,,,,,2008-11-07 00:00:00-05:00
2008-11-08 00:00:00-05:00,2008-11-08 00:00:00,,,015765195,,,,,1.02,A,,,,,,,,,,,,,2008-11-08 00:00:00-05:00
2008-11-09 00:00:00-05:00,2008-11-09 00:00:00,,,015765195,,,,,0.99,A,,,,,,,,,,,,,2008-11-09 00:00:00-05:00
2008-11-10 00:00:00-05:00,2008-11-10 00:00:00,,,015765195,,,,,0.97,A,,,,,,,,,,,,,2008-11-10 00:00:00-05:00
2008-11-11 00:00:00-05:00,2008-11-11 00:00:00,,,015765195,,,,,0.94,A,,,,,,,,,,,,,2008-11-11 00:00:00-05:00
2008-11-12 00:00:00-05:00,2008-11-12 00:00:00,,,015765195,,,,,0.94,A,,,,,,,,,,,,,2008-11-12 00:00:00-05:00
2008-11-13 00:00:00-05:00,2008-11-13 00:00:00,,,015765195,,,,,2.49,A,,,,,,,,,,,,,2008-11-13 00:00:00-05:00
2008-11-14 00:00:00-05:00,2008-11-14 00:00:00,,,015765195,,,,,1.31,A,,,,,,,,,,,,,2008-11-14 00:00:00-05:00
2008-11-15 00:00:00-05:00,2008-11-15 00:00:00,,,015765195,,,,,5.03,A,,,,,,,,,,,,,2008-11-15 00:00:00-05:00
2008-11-16 00:00:00-05:00,2008-11-16 00:00:00,,,015765195,,,,,1.94,A,,,,,,,,,,,,,2008-11-16 00:00:00-05:00
2008-11-17 00:00:00-05:00,2008-11-17 00:00:00,,,015765195,,,,,1.48,A,,,,,,,,,,,,,2008-11-17 00:00:00-05:00
2008-11-18 00:00:00-05:00,2008-11-18 00:00:00,,,015765195,,,,,1.37,A,,,,,,,,,,,,,2008-11-18 00:00:00-05:00
2008-11-19 00:00:00-05:00,2008-11-19 00:00:00,,,015765195,,,,,1.26,A,,,,,,,,,,,,,2008-11-19 00:00:00-05:00
2008-11-20 00:00:00-05:00,2008-11-20 00:00:00,,,015765195,,,,,1.22,A,,,,,,,,,,,,,2008-11-20 00:00:00-05:00
2008-11-21 00:00:00-05:00,2008-11-21 00:00:00,,,015765195,,,,,1.21,A,,,,,,,,,,,,,2008-11-21 00:00:00-05:00
2008-11-22 00:00:00-05:00,2008-11-22 00:00:00,,,015765195,,,,,1.14,A,,,,,,,,,,,,,2008-11-22 00:00:00-05:00
2008-11-23 00:00:00-05:00,2008-11-23 00:00:00,,,015765195,,,,,1.12,A,,,,,,,,,,,,,2008-11-23 00:00:00-05:00
2008-11-24 00:00:00-05:00,2008-11-24 00:00:00,,,015765195,,,,,1.14,A,,,,,,,,,,,,,2008-11-24 00:00:00-05:00
2008-11-25 00:00:00-05:00,2008-11-25 00:00:00,,,015765195,,,,,1.54,A,,,,,,,,,,,,,2008-11-25 00:00:00-05:00
2008-11-26 00:00:00-05:00,2008-11-26 00:00:00,,,015765195,,,,,1.17,A,,,,,,,,,,,,,2008-11-26 00:00:00-05:00
2008-11-27 00:00:00-05:00,2008-11-27 00:00:00,,,015765195,,,,,1.12,A,,,,,,,,,,,,,2008-11-27 00:00:00-05:00
2008-11-28 00:00:00-05:00,2008-11-28 00:00:00,,,015765195,,,,,1.1,A,,,,,,,,,,,,,2008-11-28 00:00:00-05:00
2008-11-29 00:00:00-05:00,2008-11-29 00:00:00,,,015765195,,,,,1.07,A,,,,,,,,,,,,,2008-11-29 00:00:00-05:00
2008-11-30 00:00:00-05:00,2008-11-30 00:00:00,,,015765195,,,,,2.61,A,,,,,,,,,,,,,2008-11-30 00:00:00-05:00
2008-12-01 00:00:00-05:00,2008-12-01 00:00:00,,,015765195,,,,,3.01,A,,,,,,,,,,,,,2008-12-01 00:00:00-05:00
2008-12-02 00:00:00-05:00,2008-12-02 00:00:00,,,015765195,,,,,1.73,A,,,,,,,,,,,,,2008-12-02 00:00:00-05:00
2008-12-03 00:00:00-05:00,2008-12-03 00:00:00,,,015765195,,,,,1.49,A,,,,,,,,,,,,,2008-12-03 00:00:00-05:00
2008-12-04 00:00:00-05:00,2008-12-04 00:00:00,,,015765195,,,,,1.45,A,,,,,,,,,,,,,2008-12-04 00:00:00-05:00
2008-12-05 00:00:00-05:00,2008-12-05 00:00:00,,,015765195,,,,,1.43,A,,,,,,,,,,,,,2008-12-05 00:00:00-05:00
2008-12-06 00:00:00-05:00,2008-12-06 00:00:00,,,015765195,,,,,1.33,A,,,,,,,,,,,,,2008-12-06 00:00:00-05:00
2008-12-07 00:00:00-05:00,2008-12-07 00:00:00,,,015765195,,,,,1.28,A,,,,,,,,,,,,,2008-12-07 00:00:00-05:00
2008-12-08 00:00:00-05:00,2008-12-08 00:00:00,,,015765195,,,,,1.18,A,,,,,,,,,,,,,2008-12-08 00:00:00-05:00
2008-12-09 00:00:00-05:00,2008-12-09 00:00:00,,,015765195,,,,,1.21,A,,,,,,,,,,,,,2008-12-09 00:00:00-05:00
2008-12-10 00:00:00-05:00,2008-12-10 00:00:00,,,015765195,,,,,2.45,A,,,,,,,,,,,,,2008-12-10 00:00:00-05:00
2008-12-11 00:00:00-05:00,2008-12-11 00:00:00,,,015765195,,,,,17.7,A,,,,,,,,,,,,,2008-12-11 00:00:00-05:00
2008-12-12 00:00:00-05:00,2008-12-12 00:00:00,,,015765195,,,,,14.2,A,,,,,,,,,,,,,2008-12-12 00:00:00-05:00
2008-12-13 00:00:00-05:00,2008-12-13 00:00:00,,,015765195,,,,,3.23,A,,,,,,,,,,,,,2008-12-13 00:00:00-05:00
2008-12-14 00:00:00-05:00,2008-12-14 00:00:00,,,015765195,,,,,2.57,A,,,,,,,,,,,,,2008-12-14 00:00:00-05:00
2008-12-15 00:00:00-05:00,2008-12-15 00:00:00,,,015765195,,,,,2.4,A,,,,,,,,,,,,,2008-12-15 00:00:00-05:00
2008-12-16 00:00:00-05:00,2008-12-16 00:00:00,,,015765195,,,,,3.05,A,,,,,,,,,,,,,2008-12-16 00:00:00-05:00
2008-12-17 00:00:00-05:00,2008-12-17 00:00:00,,,015765195,,,,,6.32,A,,,,,,,,,,,,,2008-12-17 00:00:00-05:00
2008-12-18 00:00:00-05:00,2008-12-18 00:00:00,,,015765195,,,,,3.24,A,,,,,,,,,,,,,2008-12-18 00:00:00-05:00
2008-12-19 00:00:00-05:00,2008-12-19 00:00:00,,,015765195,,,,,11.5,A,,,,,,,,,,,,,2008-12-19 00:00:00-05:00
2008-12-20 00:00:00-05:00,2008-12-20 00:00:00,,,015765195,,,,,4.41,A,,,,,,,,,,,,,2008-12-20 00:00:00-05:00
2008-12-21 00:00:00-05:00,2008-12-21 00:00:00,,,015765195,,,,,3.34,A,,,,,,,,,,,,,2008-12-21 00:00:00-05:00
2008-12-22 00:00:00-05:00,2008-12-22 00:00:00,,,015765195,,,,,2.73,A,,,,,,,,,,,,,2008-12-22 00:00:00-05:00
2008-12-23 00:00:00-05:00,2008-12-23 00:00:00,,,015765195,,,,,2.51,A,,,,,,,,,,,,,2008-12-23 00:00:00-05:00
2008-12-24 00:00:00-05:00,2008-12-24 00:00:00,,,015765195,,,,,4.14,A,,,,,,,,,,,,,2008-12-24 00:00:00-05:00
2008-12-25 00:00:00-05:00,2008-12-25 00:00:00,,,015765195,,,,,2.94,A,,,,,,,,,,,,,2008-12-25 00:00:00-05:00
2008-12-26 00:00:00-05:00,2008-12-26 00:00:00,,,015765195,,,,,2.61,A,,,,,,,,,,,,,2008-12-26 00:00:00-05:00
2008-12-27 00:00:00-05:00,2008-12-27 00:00:00,,,015765195,,,,,2.86,A,,,,,,,,,,,,,2008-12-27 00:00:00-05:00
2008-12-28 00:00:00-05:00,2008-12-28 00:00:00,,,015765195,,,,,2.69,A,,,,,,,,,,,,,2008-12-28 00:00:00-05:00
2008-12-29 00:00:00-05:00,2008-12-29 00:00:00,,,015765195,,,,,2.48,A,,,,,,,,,,,,,2008-12-29 00:00:00-05:00
2008-12-30 00:00:00-05:00,2008-12-30 00:00:00,,,015765195,,,,,2.39,A,,,,,,,,,,,,,2008-12-30 00:00:00-05:00
2008-12-31 00:00:00-05:00,2008-12-31 00:00:00,,,015765195,,,,,2.32,A,,,,,,,,,,,,,2008-12-31 00:00:00-05:00
2009-01-01 00:00:00-05:00,2009-01-01 00:00:00,,,015765195,,,,,2.19,A,,,,,,,,,,,,,2009-01-01 00:00:00-05:00
2009-01-02 00:00:00-05:00,2009-01-02 00:00:00,,,015765195,,,,,2.26,A,,,,,,,,,,,,,2009-01-02 00:00:00-05:00
2009-01-03 00:00:00-05:00,2009-01-03 00:00:00,,,015765195,,,,,2.17,A,,,,,,,,,,,,,2009-01-03 00:00:00-05:00
2009-01-04 00:00:00-05:00,2009-01-04 00:00:00,,,015765195,,,,,2.12,A,,,,,,,,,,,,,2009-01-04 00:00:00-05:00
2009-01-05 00:00:00-05:00,2009-01-05 00:00:00,,,015765195,,,,,2.15,A,,,,,,,,,,,,,2009-01-05 00:00:00-05:00
2009-01-06 00:00:00-05:00,2009-01-06 00:00:00,,,015765195,,,,,2.15,A,,,,,,,,,,,,,2009-01-06 00:00:00-05:00
2009-01-07 00:00:00-05:00,2009-01-07 00:00:00,,,015765195,,,,,9.18,A,,,,,,,,,,,,,2009-01-07 00:00:00-05:00
2009-01-08 00:00:00-05:00,2009-01-08 00:00:00,,,015765195,,,,,3.5,A,,,,,,,,,,,,,2009-01-08 00:00:00-05:00
2009-01-09 00:00:00-05:00,2009-01-09 00:00:00,,,015765195,,,,,2.73,A,,,,,,,,,,,,,2009-01-09 00:00:00-05:00
2009-01-10 00:00:00-05:00,2009-01-10 00:00:00,,,015765195,,,,,2.55,A,,,,,,,,,,,,,2009-01-10 00:00:00-05:00
2009-01-11 00:00:00-05:00,2009-01-11 00:00:00,,,015765195,,,,,2.5,A,,,,,,,,,,,,,2009-01-11 00:00:00-05:00
2009-01-12 00:00:00-05:00,2009-01-12 00:00:00,,,015765195,,,,,2.34,A,,,,,,,,,,,,,2009-01-12 00:00:00-05:00
2009-01-13 00:00:00-05:00,2009-01-13 00:00:00,,,015765195,,,,,2.31,A,,,,,,,,,,,,,2009-01-13 00:00:00-05:00
2009-01-14 00:00:00-05:00,2009-01-14 00:00:00,,,015765195,,,,,2.24,A,,,,,,,,,,,,,2009-01-14 00:00:00-05:00
2009-01-15 00:00:00-05:00,2009-01-15 00:00:00,,,015765195,,,,,2.19,A,,,,,,,,,,,,,2009-01-15 00:00:00-05:00
2009-01-16 00:00:00-05:00,2009-01-16 00:00:00,,,015765195,,,,,2.11,A,,,,,,,,,,,,,2009-01-16 00:00:00-05:00
2009-01-17 00:00:00-05:00,2009-01-17 00:00:00,,,015765195,,,,,2.15,A,,,,,,,,,,,,,2009-01-17 00:00:00-05:00
2009-01-18 00:00:00-05:00,2009-01-18 00:00:00,,,015765195,,,,,2.22,A,,,,,,,,,,,,,2009-01-18 00:00:00-05:00
2009-01-19 00:00:00-05:00,2009-01-19 00:00:00,,,015765195,,,,,2.16,A,,,,,,,,,,,,,2009-01-19 00:00:00-05:00
2009-01-20 00:00:00-05:00,2009-01-20 00:00:00,,,015765195,,,,,2.08,A,,,,,,,,,,,,,2009-01-20 00:00:00-05:00
2009-01-21 00:00:00-05:00,2009-01-21 00:00:00,,,015765195,,,,,2.01,A,,,,,,,,,,,,,2009-01-21 00:00:00-05:00
2009-01-22 00:00:00-05:00,2009-01-22 00:00:00,,,015765195,,,,,1.99,A,,,,,,,,,,,,,2009-01-22 00:00:00-05:00
2009-01-23 00:00:00-05:00,2009-01-23 00:00:00,,,015765195,,,,,1.97,A,,,,,,,,,,,,,2009-01-23 00:00:00-05:00
2009-01-24 00:00:00-05:00,2009-01-24 00:00:00,,,015765195,,,,,1.91,A,,,,,,,,,,,,,2009-01-24 00:00:00-05:00
2009-01-25 00:00:00-05:00,2009-01-25 00:00:00,,,015765195,,,,,1.85,A,,,,,,,,,,,,,2009-01-25 00:00:00-05:00
2009-01-26 00:00:00-05:00,2009-01-26 00:00:00,,,015765195,,,,,1.83,A,,,,,,,,,,,,,2009-01-26 00:00:00-05:00
2009-01-27 00:00:00-05:00,2009-01-27 00:00:00,,,015765195,,,,,1.89,A,,,,,,,,,,,,,2009-01-27 00:00:00-05:00
2009-01-28 00:00:00-05:00,2009-01-28 00:00:00,,,015765195,,,,,2.76,A,,,,,,,,,,,,,2009-01-28 00:00:00-05:00
2009-01-29 00:00:00-05:00,2009-01-29 00:00:00,,,015765195,,,,,2.3,A,,,,,,,,,,,,,2009-01-29 00:00:00-05:00
2009-01-30 00:00:00-05:00,2009-01-30 00:00:00,,,015765195,,,,,2.04,A,,,,,,,,,,,,,2009-01-30 00:00:00-05:00
2009-01-31 00:00:00-05:00,2009-01-31 00:00:00,,,015765195,,,,,1.91,A,,,,,,,,,,,,,2009-01-31 00:00:00-05:00
2009-02-01 00:00:00-05:00,2009-02-01 00:00:00,,,015765195,,,,,2.93,A,,,,,,,,,,,,,2009-02-01 00:00:00-05:00
2009-02-02 00:00:00-05:00,2009-02-02 00:00:00,,,015765195,,,,,3.82,A,,,,,,,,,,,,,2009-02-02 00:00:00-05:00
2009-02-03 00:00:00-05:00,2009-02-03 00:00:00,,,015765195,,,,,2.39,A,,,,,,,,,,,,,2009-02-03 00:00:00-05:00
2009-02-04 00:00:00-05:00,2009-02-04 00:00:00,,,015765195,,,,,2.13,A,,,,,,,,,,,,,2009-02-04 00:00:00-05:00
2009-02-05 00:00:00-05:00,2009-02-05 00:00:00,,,015765195,,,,,2.0,A,,,,,,,,,,,,,2009-02-05 00:00:00-05:00
2009-02-06 00:00:00-05:00,2009-02-06 00:00:00,,,015765195,,,,,1.96,A,,,,,,,,,,,,,2009-02-06 00:00:00-05:00
2009-02-07 00:00:00-05:00,2009-02-07 00:00:00,,,015765195,,,,,2.96,A,,,,,,,,,,,,,2009-02-07 00:00:00-05:00
2009-02-08 00:00:00-05:00,2009-02-08 00:00:00,,,015765195,,,,,2.83,A,,,,,,,,,,,,,2009-02-08 00:00:00-05:00
2009-02-09 00:00:00-05:00,2009-02-09 00:00:00,,,015765195,,,,,2.17,A,,,,,,,,,,,,,2009-02-09 00:00:00-05:00
2009-02-10 00:00:00-05:00,2009-02-10 00:00:00,,,015765195,,,,,2.1,A,,,,,,,,,,,,,2009-02-10 00:00:00-05:00
2009-02-11 00:00:00-05:00,2009-02-11 00:00:00,,,015765195,,,,,2.16,A,,,,,,,,,,,,,2009-02-11 00:00:00-05:00
2009-02-12 00:00:00-05:00,2009-02-12 00:00:00,,,015765195,,,,,2.15,A,,,,,,,,,,,,,2009-02-12 00:00:00-05:00
2009-02-13 00:00:00-05:00,2009-02-13 00:00:00,,,015765195,,,,,1.99,A,,,,,,,,,,,,,2009-02-13 00:00:00-05:00
2009-02-14 00:00:00-05:00,2009-02-14 00:00:00,,,015765195,,,,,1.95,A,,,,,,,,,,,,,2009-02-14 00:00:00-05:00
2009-02-15 00:00:00-05:00,2009-02-15 00:00:00,,,015765195,,,,,1.94,A,,,,,,,,,,,,,2009-02-15 00:00:00-05:00
2009-02-16 00:00:00-05:00,2009-02-16 00:00:00,,,015765195,,,,,1.9,A,,,,,,,,,,,,,2009-02-16 00:00:00-05:00
2009-02-17 00:00:00-05:00,2009-02-17 00:00:00,,,015765195,,,,,1.83,A,,,,,,,,,,,,,2009-02-17 00:00:00-05:00
2009-02-18 00:00:00-05:00,2009-02-18 00:00:00,,,015765195,,,,,2.05,A,,,,,,,,,,,,,2009-02-18 00:00:00-05:00
2009-02-19 00:00:00-05:00,2009-02-19 00:00:00,,,015765195,,,,,2.08,A,,,,,,,,,,,,,2009-02-19 00:00:00-05:00
2009-02-20 00:00:00-05:00,2009-02-20 00:00:00,,,015765195,,,,,1.85,A,,,,,,,,,,,,,2009-02-20 00:00:00-05:00
2009-02-21 00:00:00-05:00,2009-02-21 00:00:00,,,015765195,,,,,1.77,A,,,,,,,,,,,,,2009-02-21 00:00:00-05:00
2009-02-22 00:00:00-05:00,2009-02-22 00:00:00,,,015765195,,,,,1.82,A,,,,,,,,,,,,,2009-02-22 00:00:00-05:00
2009-02-23 00:00:00-05:00,2009-02-23 00:00:00,,,015765195,,,,,1.76,A,,,,,,,,,,,,,2009-02-23 00:00:00-05:00
2009-02-24 00:00:00-05:00,2009-02-24 00:00:00,,,015765195,,,,,1.83,A,,,,,,,,,,,,,2009-02-24 00:00:00-05:00
2009-02-25 00:00:00-05:00,2009-02-25 00:00:00,,,015765195,,,,,1.79,A,,,,,,,,,,,,,2009-02-25 00:00:00-05:00
2009-02-26 00:00:00-05:00,2009-02-26 00:00:00,,,015765195,,,,,1.78,A,,,,,,,,,,,,,2009-02-26 00:00:00-05:00
2009-02-27 00:00:00-05:00,2009-02-27 00:00:00,,,015765195,,,,,1.84,A,,,,,,,,,,,,,2009-02-27 00:00:00-05:00
2009-02-28 00:00:00-05:00,2009-02-28 00:00:00,,,015765195,,,,,1.81,A,,,,,,,,,,,,,2009-02-28 00:00:00-05:00
2009-03-01 00:00:00-05:00,2009-03-01 00:00:00,,,015765195,,,,,1.72,A,,,,,,,,,,,,,2009-03-01 00:00:00-05:00
2009-03-02 00:00:00-05:00,2009-03-02 00:00:00,,,015765195,,,,,1.77,A,,,,,,,,,,,,,2009-03-02 00:00:00-05:00
2009-03-03 00:00:00-05:00,2009-03-03 00:00:00,,,015765195,,,,,1.7,A,,,,,,,,,,,,,2009-03-03 00:00:00-05:00
2009-03-04 00:00:00-05:00,2009-03-04 00:00:00,,,015765195,,,,,1.68,A,,,,,,,,,,,,,2009-03-04 00:00:00-05:00
2009-03-05 00:00:00-05:00,2009-03-05 00:00:00,,,015765195,,,,,1.73,A,,,,,,,,,,,,,2009-03-05 00:00:00-05:00
2009-03-06 00:00:00-05:00,2009-03-06 00:00:00,,,015765195,,,,,1.83,A,,,,,,,,,,,,,2009-03-06 00:00:00-05:00
2009-03-07 00:00:00-05:00,2009-03-07 00:00:00,,,015765195,,,,,1.74,A,,,,,,,,,,,,,2009-03-07 00:00:00-05:00
2009-03-08 00:00:00-05:00,2009-03-08 00:00:00,,,015765195,,,,,1.69,A,,,,,,,,,,,,,2009-03-08 00:00:00-05:00
2009-03-09 00:00:00-05:00,2009-03-09 00:00:00,,,015765195,,,,,1.64,A,,,,,,,,,,,,,2009-03-09 00:00:00-05:00
2009-03-10 00:00:00-05:00,2009-03-10 00:00:00,,,015765195,,,,,1.61,A,,,,,,,,,,,,,2009-03-10 00:00:00-05:00
2009-03-11 00:00:00-05:00,2009-03-11 00:00:00,,,015765195,,,,,1.62,A,,,,,,,,,,,,,2009-03-11 00:00:00-05:00
2009-03-12 00:00:00-05:00,2009-03-12 00:00:00,,,015765195,,,,,1.51,A,,,,,,,,,,,,,2009-03-12 00:00:00-05:00
2009-03-13 00:00:00-05:00,2009-03-13 00:00:00,,,015765195,,,,,1.47,A,,,,,,,,,,,,,2009-03-13 00:00:00-05:00
2009-03-14 00:00:00-05:00,2009-03-14 00:00:00,,,015765195,,,,,1.46,A,,,,,,,,,,,,,2009-03-14 00:00:00-05:00
2009-03-15 00:00:00-05:00,2009-03-15 00:00:00,,,015765195,,,,,1.44,A,,,,,,,,,,,,,2009-03-15 00:00:00-05:00
2009-03-16 00:00:00-05:00,2009-03-16 00:00:00,,,015765195,,,,,1.45,A,,,,,,,,,,,,,2009-03-16 00:00:00-05:00
2009-03-17 00:00:00-05:00,2009-03-17 00:00:00,,,015765195,,,,,1.54,A,,,,,,,,,,,,,2009-03-17 00:00:00-05:00
2009-03-18 00:00:00-05:00,2009-03-18 00:00:00,,,015765195,,,,,1.41,A,,,,,,,,,,,,,2009-03-18 00:00:00-05:00
2009-03-19 00:00:00-05:00,2009-03-19 00:00:00,,,015765195,,,,,1.53,A,,,,,,,,,,,,,2009-03-19 00:00:00-05:00
2009-03-20 00:00:00-05:00,2009-03-20 00:00:00,,,015765195,,,,,1.38,A,,,,,,,,,,,,,2009-03-20 00:00:00-05:00
2009-03-21 00:00:00-05:00,2009-03-21 00:00:00,,,015765195,,,,,1.31,A,,,,,,,,,,,,,2009-03-21 00:00:00-05:00
2009-03-22 00:00:00-05:00,2009-03-22 00:00:00,,,015765195,,,,,1.31,A,,,,,,,,,,,,,2009-03-22 00:00:00-05:00
2009-03-23 00:00:00-05:00,2009-03-23 00:00:00,,,015765195,,,,,1.36,A,,,,,,,,,,,,,2009-03-23 00:00:00-05:00
2009-03-24 00:00:00-05:00,2009-03-24 00:00:00,,,015765195,,,,,1.37,"A, e",,,,,,,,,,,,,2009-03-24 00:00:00-05:00
2009-03-25 00:00:00-05:00,2009-03-25 00:00:00,,,015765195,,,,,1.35,"A, e",,,,,,,,,,,,,2009-03-25 00:00:00-05:00
2009-03-26 00:00:00-05:00,2009-03-26 00:00:00,,,015765195,,,,,1.91,"A, e",,,,,,,,,,,,,2009-03-26 00:00:00-05:00
2009-03-27 00:00:00-05:00,2009-03-27 00:00:00,,,015765195,,,,,1.56,A,,,,,,,,,,,,,2009-03-27 00:00:00-05:00
2009-03-28 00:00:00-05:00,2009-03-28 00:00:00,,,015765195,,,,,2.8,A,,,,,,,,,,,,,2009-03-28 00:00:00-05:00
2009-03-29 00:00:00-05:00,2009-03-29 00:00:00,,,015765195,,,,,2.8,A,,,,,,,,,,,,,2009-03-29 00:00:00-05:00
2009-03-30 00:00:00-05:00,2009-03-30 00:00:00,,,015765195,,,,,1.87,A,,,,,,,,,,,,,2009-03-30 00:00:00-05:00
2009-03-31 00:00:00-05:00,2009-03-31 00:00:00,,,015765195,,,,,1.54,A,,,,,,,,,,,,,2009-03-31 00:00:00-05:00
2009-04-01 00:00:00-05:00,2009-04-01 00:00:00,,,015765195,,,,,1.57,A,,,,,,,,,,,,,2009-04-01 00:00:00-05:00
