datetime,datetime_str,00010_Maximum,00010_Maximum_cd,site_no,00010_Minimum,00010_Minimum_cd,00010_Mean,00010_Mean_cd,00060_Mean,00060_Mean_cd,63680_Maximum,63680_Maximum_cd,63680_Minimum,63680_Minimum_cd,63680_Mean,63680_Mean_cd,datetime
2010-01-24 00:00:00-05:00,2010-01-24 00:00:00,,,015765185,,,,,0.44,A,,,,,,,2010-01-24 00:00:00-05:00
2010-01-25 00:00:00-05:00,2010-01-25 00:00:00,,,015765185,,,,,9.87,A,,,,,,,2010-01-25 00:00:00-05:00
2010-01-26 00:00:00-05:00,2010-01-26 00:00:00,,,015765185,,,,,1.1,A,,,,,,,2010-01-26 00:00:00-05:00
2010-01-27 00:00:00-05:00,2010-01-27 00:00:00,,,015765185,,,,,0.71,A,,,,,,,2010-01-27 00:00:00-05:00
2010-01-28 00:00:00-05:00,2010-01-28 00:00:00,,,015765185,,,,,0.65,A,,,,,,,2010-01-28 00:00:00-05:00
2010-01-29 00:00:00-05:00,2010-01-29 00:00:00,,,015765185,,,,,0.58,A,,,,,,,2010-01-29 00:00:00-05:00
2010-01-30 00:00:00-05:00,2010-01-30 00:00:00,,,015765185,,,,,0.54,A,,,,,,,2010-01-30 00:00:00-05:00
2010-01-31 00:00:00-05:00,2010-01-31 00:00:00,,,015765185,,,,,0.51,A,,,,,,,2010-01-31 00:00:00-05:00
2010-02-01 00:00:00-05:00,2010-02-01 00:00:00,,,015765185,,,,,0.49,A,,,,,,,2010-02-01 00:00:00-05:00
2010-02-02 00:00:00-05:00,2010-02-02 00:00:00,,,015765185,,,,,0.5,A,,,,,,,2010-02-02 00:00:00-05:00
2010-02-03 00:00:00-05:00,2010-02-03 00:00:00,,,015765185,,,,,0.52,A,,,,,,,2010-02-03 00:00:00-05:00
2010-02-04 00:00:00-05:00,2010-02-04 00:00:00,,,015765185,,,,,0.46,A,,,,,,,2010-02-04 00:00:00-05:00
2010-02-05 00:00:00-05:00,2010-02-05 00:00:00,,,015765185,,,,,0.48,A,,,,,,,2010-02-05 00:00:00-05:00
2010-02-06 00:00:00-05:00,2010-02-06 00:00:00,,,015765185,,,,,0.45,"A, e",,,,,,,2010-02-06 00:00:00-05:00
2010-02-07 00:00:00-05:00,2010-02-07 00:00:00,,,015765185,,,,,0.49,"A, e",,,,,,,2010-02-07 00:00:00-05:00
2010-02-08 00:00:00-05:00,2010-02-08 00:00:00,,,015765185,,,,,0.49,"A, e",,,,,,,2010-02-08 00:00:00-05:00
2010-02-09 00:00:00-05:00,2010-02-09 00:00:00,,,015765185,,,,,0.5,"A, e",,,,,,,2010-02-09 00:00:00-05:00
2010-02-10 00:00:00-05:00,2010-02-10 00:00:00,,,015765185,,,,,0.55,"A, e",,,,,,,2010-02-10 00:00:00-05:00
2010-02-11 00:00:00-05:00,2010-02-11 00:00:00,,,015765185,,,,,1.02,"A, e",,,,,,,2010-02-11 00:00:00-05:00
2010-02-12 00:00:00-05:00,2010-02-12 00:00:00,,,015765185,,,,,1.07,A,,,,,,,2010-02-12 00:00:00-05:00
2010-02-13 00:00:00-05:00,2010-02-13 00:00:00,,,015765185,,,,,1.03,A,,,,,,,2010-02-13 00:00:00-05:00
2010-02-14 00:00:00-05:00,2010-02-14 00:00:00,,,015765185,,,,,1.0,A,,,,,,,2010-02-14 00:00:00-05:00
2010-02-15 00:00:00-05:00,2010-02-15 00:00:00,,,015765185,,,,,1.0,A,,,,,,,2010-02-15 00:00:00-05:00
2010-02-16 00:00:00-05:00,2010-02-16 00:00:00,,,015765185,,,,,1.05,A,,,,,,,2010-02-16 00:00:00-05:00
2010-02-17 00:00:00-05:00,2010-02-17 00:00:00,,,015765185,,,,,1.02,A,,,,,,,2010-02-17 00:00:00-05:00
2010-02-18 00:00:00-05:00,2010-02-18 00:00:00,,,015765185,,,,,1.1,A,,,,,,,2010-02-18 00:00:00-05:00
2010-02-19 00:00:00-05:00,2010-02-19 00:00:00,,,015765185,,,,,1.2,A,,,,,,,2010-02-19 00:00:00-05:00
2010-02-20 00:00:00-05:00,2010-02-20 00:00:00,,,015765185,,,,,1.21,A,,,,,,,2010-02-20 00:00:00-05:00
2010-02-21 00:00:00-05:00,2010-02-21 00:00:00,,,015765185,,,,,1.33,A,,,,,,,2010-02-21 00:00:00-05:00
2010-02-22 00:00:00-05:00,2010-02-22 00:00:00,,,015765185,,,,,1.52,A,,,,,,,2010-02-22 00:00:00-05:00
2010-02-23 00:00:00-05:00,2010-02-23 00:00:00,,,015765185,,,,,2.67,A,,,,,,,2010-02-23 00:00:00-05:00
2010-02-24 00:00:00-05:00,2010-02-24 00:00:00,,,015765185,,,,,2.7,A,,,,,,,2010-02-24 00:00:00-05:00
2010-02-25 00:00:00-05:00,2010-02-25 00:00:00,,,015765185,,,,,2.12,A,,,,,,,2010-02-25 00:00:00-05:00
2010-02-26 00:00:00-05:00,2010-02-26 00:00:00,,,015765185,,,,,1.68,A,,,,,,,2010-02-26 00:00:00-05:00
2010-02-27 00:00:00-05:00,2010-02-27 00:00:00,,,015765185,,,,,1.56,A,,,,,,,2010-02-27 00:00:00-05:00
2010-02-28 00:00:00-05:00,2010-02-28 00:00:00,,,015765185,,,,,1.56,A,,,,,,,2010-02-28 00:00:00-05:00
2010-03-01 00:00:00-05:00,2010-03-01 00:00:00,,,015765185,,,,,2.1,A,,,,,,,2010-03-01 00:00:00-05:00
2010-03-02 00:00:00-05:00,2010-03-02 00:00:00,,,015765185,,,,,2.03,A,,,,,,,2010-03-02 00:00:00-05:00
2010-03-03 00:00:00-05:00,2010-03-03 00:00:00,,,015765185,,,,,2.55,A,,,,,,,2010-03-03 00:00:00-05:00
2010-03-04 00:00:00-05:00,2010-03-04 00:00:00,,,015765185,,,,,2.51,A,,,,,,,2010-03-04 00:00:00-05:00
2010-03-05 00:00:00-05:00,2010-03-05 00:00:00,,,015765185,,,,,2.34,A,,,,,,,2010-03-05 00:00:00-05:00
2010-03-06 00:00:00-05:00,2010-03-06 00:00:00,,,015765185,,,,,2.04,A,,,,,,,2010-03-06 00:00:00-05:00
2010-03-07 00:00:00-05:00,2010-03-07 00:00:00,,,015765185,,,,,2.06,A,,,,,,,2010-03-07 00:00:00-05:00
2010-03-08 00:00:00-05:00,2010-03-08 00:00:00,,,015765185,,,,,1.94,A,,,,,,,2010-03-08 00:00:00-05:00
2010-03-09 00:00:00-05:00,2010-03-09 00:00:00,,,015765185,,,,,1.74,A,,,,,,,2010-03-09 00:00:00-05:00
2010-03-10 00:00:00-05:00,2010-03-10 00:00:00,,,015765185,,,,,1.65,A,,,,,,,2010-03-10 00:00:00-05:00
2010-03-11 00:00:00-05:00,2010-03-11 00:00:00,,,015765185,,,,,1.61,A,,,,,,,2010-03-11 00:00:00-05:00
2010-03-12 00:00:00-05:00,2010-03-12 00:00:00,,,015765185,,,,,2.29,A,,,,,,,2010-03-12 00:00:00-05:00
2010-03-13 00:00:00-05:00,2010-03-13 00:00:00,,,015765185,,,,,9.42,A,,,,,,,2010-03-13 00:00:00-05:00
2010-03-14 00:00:00-05:00,2010-03-14 00:00:00,,,015765185,,,,,4.3,A,,,,,,,2010-03-14 00:00:00-05:00
2010-03-15 00:00:00-05:00,2010-03-15 00:00:00,,,015765185,,,,,2.93,A,,,,,,,2010-03-15 00:00:00-05:00
2010-03-16 00:00:00-05:00,2010-03-16 00:00:00,,,015765185,,,,,2.15,A,,,,,,,2010-03-16 00:00:00-05:00
2010-03-17 00:00:00-05:00,2010-03-17 00:00:00,,,015765185,,,,,1.98,A,,,,,,,2010-03-17 00:00:00-05:00
2010-03-18 00:00:00-05:00,2010-03-18 00:00:00,,,015765185,,,,,1.79,A,,,,,,,2010-03-18 00:00:00-05:00
2010-03-19 00:00:00-05:00,2010-03-19 00:00:00,,,015765185,,,,,1.61,A,,,,,,,2010-03-19 00:00:00-05:00
2010-03-20 00:00:00-05:00,2010-03-20 00:00:00,,,015765185,,,,,1.5,A,,,,,,,2010-03-20 00:00:00-05:00
2010-03-21 00:00:00-05:00,2010-03-21 00:00:00,,,015765185,,,,,1.37,A,,,,,,,2010-03-21 00:00:00-05:00
2010-03-22 00:00:00-05:00,2010-03-22 00:00:00,,,015765185,,,,,3.03,A,,,,,,,2010-03-22 00:00:00-05:00
2010-03-23 00:00:00-05:00,2010-03-23 00:00:00,,,015765185,,,,,1.81,A,,,,,,,2010-03-23 00:00:00-05:00
2010-03-24 00:00:00-05:00,2010-03-24 00:00:00,,,015765185,,,,,1.49,A,,,,,,,2010-03-24 00:00:00-05:00
2010-03-25 00:00:00-05:00,2010-03-25 00:00:00,,,015765185,,,,,1.43,A,,,,,,,2010-03-25 00:00:00-05:00
2010-03-26 00:00:00-05:00,2010-03-26 00:00:00,,,015765185,,,,,1.72,A,,,,,,,2010-03-26 00:00:00-05:00
2010-03-27 00:00:00-05:00,2010-03-27 00:00:00,,,015765185,,,,,1.34,A,,,,,,,2010-03-27 00:00:00-05:00
2010-03-28 00:00:00-05:00,2010-03-28 00:00:00,,,015765185,,,,,1.92,A,,,,,,,2010-03-28 00:00:00-05:00
2010-03-29 00:00:00-05:00,2010-03-29 00:00:00,,,015765185,,,,,3.17,A,,,,,,,2010-03-29 00:00:00-05:00
2010-03-30 00:00:00-05:00,2010-03-30 00:00:00,,,015765185,,,,,6.42,A,,,,,,,2010-03-30 00:00:00-05:00
2010-03-31 00:00:00-05:00,2010-03-31 00:00:00,,,015765185,,,,,3.15,A,,,,,,,2010-03-31 00:00:00-05:00
2010-04-01 00:00:00-05:00,2010-04-01 00:00:00,,,015765185,,,,,1.84,A,,,,,,,2010-04-01 00:00:00-05:00
2010-04-02 00:00:00-05:00,2010-04-02 00:00:00,,,015765185,,,,,1.55,A,,,,,,,2010-04-02 00:00:00-05:00
2010-04-03 00:00:00-05:00,2010-04-03 00:00:00,,,015765185,,,,,1.41,A,,,,,,,2010-04-03 00:00:00-05:00
2010-04-04 00:00:00-05:00,2010-04-04 00:00:00,,,015765185,,,,,1.29,A,,,,,,,2010-04-04 00:00:00-05:00
2010-04-05 00:00:00-05:00,2010-04-05 00:00:00,,,015765185,,,,,1.24,A,,,,,,,2010-04-05 00:00:00-05:00
2010-04-06 00:00:00-05:00,2010-04-06 00:00:00,,,015765185,,,,,1.17,A,,,,,,,2010-04-06 00:00:00-05:00
2010-04-07 00:00:00-05:00,2010-04-07 00:00:00,,,015765185,,,,,1.1,A,,,,,,,2010-04-07 00:00:00-05:00
2010-04-08 00:00:00-05:00,2010-04-08 00:00:00,,,015765185,,,,,1.32,A,,,,,,,2010-04-08 00:00:00-05:00
2010-04-09 00:00:00-05:00,2010-04-09 00:00:00,,,015765185,,,,,2.54,A,,,,,,,2010-04-09 00:00:00-05:00
2010-04-10 00:00:00-05:00,2010-04-10 00:00:00,,,015765185,,,,,1.09,A,,,,,,,2010-04-10 00:00:00-05:00
2010-04-11 00:00:00-05:00,2010-04-11 00:00:00,,,015765185,,,,,1.05,A,,,,,,,2010-04-11 00:00:00-05:00
2010-04-12 00:00:00-05:00,2010-04-12 00:00:00,,,015765185,,,,,1.03,A,,,,,,,2010-04-12 00:00:00-05:00
2010-04-13 00:00:00-05:00,2010-04-13 00:00:00,,,015765185,,,,,1.22,A,,,,,,,2010-04-13 00:00:00-05:00
2010-04-14 00:00:00-05:00,2010-04-14 00:00:00,,,015765185,,,,,1.04,A,,,,,,,2010-04-14 00:00:00-05:00
2010-04-15 00:00:00-05:00,2010-04-15 00:00:00,,,015765185,,,,,1.01,A,,,,,,,2010-04-15 00:00:00-05:00
2010-04-16 00:00:00-05:00,2010-04-16 00:00:00,,,015765185,,,,,1.09,A,,,,,,,2010-04-16 00:00:00-05:00
2010-04-17 00:00:00-05:00,2010-04-17 00:00:00,,,015765185,,,,,1.25,A,,,,,,,2010-04-17 00:00:00-05:00
2010-04-18 00:00:00-05:00,2010-04-18 00:00:00,,,015765185,,,,,0.98,A,,,,,,,2010-04-18 00:00:00-05:00
2010-04-19 00:00:00-05:00,2010-04-19 00:00:00,,,015765185,,,,,0.94,A,,,,,,,2010-04-19 00:00:00-05:00
2010-04-20 00:00:00-05:00,2010-04-20 00:00:00,,,015765185,,,,,0.91,A,,,,,,,2010-04-20 00:00:00-05:00
2010-04-21 00:00:00-05:00,2010-04-21 00:00:00,,,015765185,,,,,0.92,A,,,,,,,2010-04-21 00:00:00-05:00
2010-04-22 00:00:00-05:00,2010-04-22 00:00:00,,,015765185,,,,,0.87,A,,,,,,,2010-04-22 00:00:00-05:00
2010-04-23 00:00:00-05:00,2010-04-23 00:00:00,,,015765185,,,,,0.85,A,,,,,,,2010-04-23 00:00:00-05:00
2010-04-24 00:00:00-05:00,2010-04-24 00:00:00,,,015765185,,,,,0.83,A,,,,,,,2010-04-24 00:00:00-05:00
2010-04-25 00:00:00-05:00,2010-04-25 00:00:00,,,015765185,,,,,1.25,A,,,,,,,2010-04-25 00:00:00-05:00
2010-04-26 00:00:00-05:00,2010-04-26 00:00:00,,,015765185,,,,,2.52,A,,,,,,,2010-04-26 00:00:00-05:00
2010-04-27 00:00:00-05:00,2010-04-27 00:00:00,,,015765185,,,,,1.15,A,,,,,,,2010-04-27 00:00:00-05:00
2010-04-28 00:00:00-05:00,2010-04-28 00:00:00,,,015765185,,,,,0.91,A,,,,,,,2010-04-28 00:00:00-05:00
2010-04-29 00:00:00-05:00,2010-04-29 00:00:00,,,015765185,,,,,0.88,"A, e",,,,,,,2010-04-29 00:00:00-05:00
2010-04-30 00:00:00-05:00,2010-04-30 00:00:00,,,015765185,,,,,0.84,"A, e",,,,,,,2010-04-30 00:00:00-05:00
2010-05-01 00:00:00-05:00,2010-05-01 00:00:00,,,015765185,,,,,0.83,"A, e",,,,,,,2010-05-01 00:00:00-05:00
2010-05-02 00:00:00-05:00,2010-05-02 00:00:00,,,015765185,,,,,0.84,"A, e",,,,,,,2010-05-02 00:00:00-05:00
2010-05-03 00:00:00-05:00,2010-05-03 00:00:00,,,015765185,,,,,6.46,"A, e",,,,,,,2010-05-03 00:00:00-05:00
2010-05-04 00:00:00-05:00,2010-05-04 00:00:00,,,015765185,,,,,1.5,"A, e",,,,,,,2010-05-04 00:00:00-05:00
2010-05-05 00:00:00-05:00,2010-05-05 00:00:00,,,015765185,,,,,1.0,"A, e",,,,,,,2010-05-05 00:00:00-05:00
2010-05-06 00:00:00-05:00,2010-05-06 00:00:00,,,015765185,,,,,0.86,"A, e",,,,,,,2010-05-06 00:00:00-05:00
2010-05-07 00:00:00-05:00,2010-05-07 00:00:00,,,015765185,,,,,0.73,"A, e",,,,,,,2010-05-07 00:00:00-05:00
2010-05-08 00:00:00-05:00,2010-05-08 00:00:00,,,015765185,,,,,0.72,"A, e",,,,,,,2010-05-08 00:00:00-05:00
2010-05-09 00:00:00-05:00,2010-05-09 00:00:00,,,015765185,,,,,0.79,"A, e",,,,,,,2010-05-09 00:00:00-05:00
2010-05-10 00:00:00-05:00,2010-05-10 00:00:00,,,015765185,,,,,0.71,"A, e",,,,,,,2010-05-10 00:00:00-05:00
2010-05-11 00:00:00-05:00,2010-05-11 00:00:00,,,015765185,,,,,0.72,"A, e",,,,,,,2010-05-11 00:00:00-05:00
2010-05-12 00:00:00-05:00,2010-05-12 00:00:00,,,015765185,,,,,1.88,"A, e",,,,,,,2010-05-12 00:00:00-05:00
2010-05-13 00:00:00-05:00,2010-05-13 00:00:00,,,015765185,,,,,1.11,"A, e",,,,,,,2010-05-13 00:00:00-05:00
2010-05-14 00:00:00-05:00,2010-05-14 00:00:00,,,015765185,,,,,2.87,"A, e",,,,,,,2010-05-14 00:00:00-05:00
2010-05-15 00:00:00-05:00,2010-05-15 00:00:00,,,015765185,,,,,1.31,"A, e",,,,,,,2010-05-15 00:00:00-05:00
2010-05-16 00:00:00-05:00,2010-05-16 00:00:00,,,015765185,,,,,0.92,"A, e",,,,,,,2010-05-16 00:00:00-05:00
2010-05-17 00:00:00-05:00,2010-05-17 00:00:00,,,015765185,,,,,0.86,"A, e",,,,,,,2010-05-17 00:00:00-05:00
2010-05-18 00:00:00-05:00,2010-05-18 00:00:00,,,015765185,,,,,1.03,"A, e",,,,,,,2010-05-18 00:00:00-05:00
2010-05-19 00:00:00-05:00,2010-05-19 00:00:00,,,015765185,,,,,0.96,"A, e",,,,,,,2010-05-19 00:00:00-05:00
2010-05-20 00:00:00-05:00,2010-05-20 00:00:00,,,015765185,,,,,0.92,"A, e",,,,,,,2010-05-20 00:00:00-05:00
2010-05-21 00:00:00-05:00,2010-05-21 00:00:00,,,015765185,,,,,0.87,"A, e",,,,,,,2010-05-21 00:00:00-05:00
2010-05-22 00:00:00-05:00,2010-05-22 00:00:00,,,015765185,,,,,0.89,"A, e",,,,,,,2010-05-22 00:00:00-05:00
2010-05-23 00:00:00-05:00,2010-05-23 00:00:00,,,015765185,,,,,0.91,"A, e",,,,,,,2010-05-23 00:00:00-05:00
2010-05-24 00:00:00-05:00,2010-05-24 00:00:00,,,015765185,,,,,0.98,"A, e",,,,,,,2010-05-24 00:00:00-05:00
2010-05-25 00:00:00-05:00,2010-05-25 00:00:00,,,015765185,,,,,0.87,"A, e",,,,,,,2010-05-25 00:00:00-05:00
2010-05-26 00:00:00-05:00,2010-05-26 00:00:00,,,015765185,,,,,0.94,"A, e",,,,,,,2010-05-26 00:00:00-05:00
2010-05-27 00:00:00-05:00,2010-05-27 00:00:00,,,015765185,,,,,4.19,"A, e",,,,,,,2010-05-27 00:00:00-05:00
2010-05-28 00:00:00-05:00,2010-05-28 00:00:00,,,015765185,,,,,5.7,"A, e",,,,,,,2010-05-28 00:00:00-05:00
2010-05-29 00:00:00-05:00,2010-05-29 00:00:00,,,015765185,,,,,2.24,"A, e",,,,,,,2010-05-29 00:00:00-05:00
2010-05-30 00:00:00-05:00,2010-05-30 00:00:00,,,015765185,,,,,1.47,"A, e",,,,,,,2010-05-30 00:00:00-05:00
2010-05-31 00:00:00-05:00,2010-05-31 00:00:00,,,015765185,,,,,11.4,"A, e",,,,,,,2010-05-31 00:00:00-05:00
2010-06-01 00:00:00-05:00,2010-06-01 00:00:00,,,015765185,,,,,3.41,"A, e",,,,,,,2010-06-01 00:00:00-05:00
2010-06-02 00:00:00-05:00,2010-06-02 00:00:00,,,015765185,,,,,2.66,"A, e",,,,,,,2010-06-02 00:00:00-05:00
2010-06-03 00:00:00-05:00,2010-06-03 00:00:00,,,015765185,,,,,14.0,"A, e",,,,,,,2010-06-03 00:00:00-05:00
2010-06-04 00:00:00-05:00,2010-06-04 00:00:00,,,015765185,,,,,6.4,"A, e",,,,,,,2010-06-04 00:00:00-05:00
2010-06-05 00:00:00-05:00,2010-06-05 00:00:00,,,015765185,,,,,3.13,"A, e",,,,,,,2010-06-05 00:00:00-05:00
2010-06-06 00:00:00-05:00,2010-06-06 00:00:00,,,015765185,,,,,2.49,"A, e",,,,,,,2010-06-06 00:00:00-05:00
2010-06-07 00:00:00-05:00,2010-06-07 00:00:00,,,015765185,,,,,1.99,"A, e",,,,,,,2010-06-07 00:00:00-05:00
2010-06-08 00:00:00-05:00,2010-06-08 00:00:00,,,015765185,,,,,1.91,"A, e",,,,,,,2010-06-08 00:00:00-05:00
2010-06-09 00:00:00-05:00,2010-06-09 00:00:00,,,015765185,,,,,3.06,"A, e",,,,,,,2010-06-09 00:00:00-05:00
2010-06-10 00:00:00-05:00,2010-06-10 00:00:00,,,015765185,,,,,1.86,"A, e",,,,,,,2010-06-10 00:00:00-05:00
2010-06-11 00:00:00-05:00,2010-06-11 00:00:00,,,015765185,,,,,1.24,"A, e",,,,,,,2010-06-11 00:00:00-05:00
2010-06-12 00:00:00-05:00,2010-06-12 00:00:00,,,015765185,,,,,1.0,"A, e",,,,,,,2010-06-12 00:00:00-05:00
2010-06-13 00:00:00-05:00,2010-06-13 00:00:00,,,015765185,,,,,1.13,"A, e",,,,,,,2010-06-13 00:00:00-05:00
2010-06-14 00:00:00-05:00,2010-06-14 00:00:00,,,015765185,,,,,0.61,"A, e",,,,,,,2010-06-14 00:00:00-05:00
2010-06-15 00:00:00-05:00,2010-06-15 00:00:00,,,015765185,,,,,0.34,"A, e",,,,,,,2010-06-15 00:00:00-05:00
2010-06-16 00:00:00-05:00,2010-06-16 00:00:00,,,015765185,,,,,0.48,"A, e",,,,,,,2010-06-16 00:00:00-05:00
2010-06-17 00:00:00-05:00,2010-06-17 00:00:00,,,015765185,,,,,0.33,A,,,,,,,2010-06-17 00:00:00-05:00
2010-06-18 00:00:00-05:00,2010-06-18 00:00:00,,,015765185,,,,,0.2,A,,,,,,,2010-06-18 00:00:00-05:00
2010-06-19 00:00:00-05:00,2010-06-19 00:00:00,,,015765185,,,,,0.2,A,,,,,,,2010-06-19 00:00:00-05:00
2010-06-20 00:00:00-05:00,2010-06-20 00:00:00,,,015765185,,,,,0.19,A,,,,,,,2010-06-20 00:00:00-05:00
2010-06-21 00:00:00-05:00,2010-06-21 00:00:00,,,015765185,,,,,0.19,A,,,,,,,2010-06-21 00:00:00-05:00
2010-06-22 00:00:00-05:00,2010-06-22 00:00:00,,,015765185,,,,,0.2,A,,,,,,,2010-06-22 00:00:00-05:00
2010-06-23 00:00:00-05:00,2010-06-23 00:00:00,,,015765185,,,,,0.19,A,,,,,,,2010-06-23 00:00:00-05:00
2010-06-24 00:00:00-05:00,2010-06-24 00:00:00,,,015765185,,,,,0.32,A,,,,,,,2010-06-24 00:00:00-05:00
2010-06-25 00:00:00-05:00,2010-06-25 00:00:00,,,015765185,,,,,0.13,A,,,,,,,2010-06-25 00:00:00-05:00
2010-06-26 00:00:00-05:00,2010-06-26 00:00:00,,,015765185,,,,,0.12,A,,,,,,,2010-06-26 00:00:00-05:00
2010-06-27 00:00:00-05:00,2010-06-27 00:00:00,,,015765185,,,,,0.26,A,,,,,,,2010-06-27 00:00:00-05:00
2010-06-28 00:00:00-05:00,2010-06-28 00:00:00,,,015765185,,,,,0.15,A,,,,,,,2010-06-28 00:00:00-05:00
2010-06-29 00:00:00-05:00,2010-06-29 00:00:00,,,015765185,,,,,0.07,A,,,,,,,2010-06-29 00:00:00-05:00
2010-06-30 00:00:00-05:00,2010-06-30 00:00:00,,,015765185,,,,,0.12,A,,,,,,,2010-06-30 00:00:00-05:00
2010-07-01 00:00:00-05:00,2010-07-01 00:00:00,,,015765185,,,,,0.08,A,,,,,,,2010-07-01 00:00:00-05:00
2010-07-02 00:00:00-05:00,2010-07-02 00:00:00,,,015765185,,,,,0.08,A,,,,,,,2010-07-02 00:00:00-05:00
2010-07-03 00:00:00-05:00,2010-07-03 00:00:00,,,015765185,,,,,0.08,A,,,,,,,2010-07-03 00:00:00-05:00
2010-07-04 00:00:00-05:00,2010-07-04 00:00:00,,,015765185,,,,,0.07,A,,,,,,,2010-07-04 00:00:00-05:00
2010-07-05 00:00:00-05:00,2010-07-05 00:00:00,,,015765185,,,,,0.06,A,,,,,,,2010-07-05 00:00:00-05:00
2010-07-06 00:00:00-05:00,2010-07-06 00:00:00,,,015765185,,,,,0.06,A,,,,,,,2010-07-06 00:00:00-05:00
2010-07-07 00:00:00-05:00,2010-07-07 00:00:00,,,015765185,,,,,0.05,A,,,,,,,2010-07-07 00:00:00-05:00
2010-07-08 00:00:00-05:00,2010-07-08 00:00:00,,,015765185,,,,,0.04,A,,,,,,,2010-07-08 00:00:00-05:00
2010-07-09 00:00:00-05:00,2010-07-09 00:00:00,,,015765185,,,,,0.03,A,,,,,,,2010-07-09 00:00:00-05:00
2010-07-10 00:00:00-05:00,2010-07-10 00:00:00,,,015765185,,,,,0.92,A,,,,,,,2010-07-10 00:00:00-05:00
2010-07-11 00:00:00-05:00,2010-07-11 00:00:00,,,015765185,,,,,0.16,A,,,,,,,2010-07-11 00:00:00-05:00
2010-07-12 00:00:00-05:00,2010-07-12 00:00:00,,,015765185,,,,,0.97,A,,,,,,,2010-07-12 00:00:00-05:00
2010-07-13 00:00:00-05:00,2010-07-13 00:00:00,,,015765185,,,,,0.6,A,,,,,,,2010-07-13 00:00:00-05:00
2010-07-14 00:00:00-05:00,2010-07-14 00:00:00,,,015765185,,,,,10.7,A,,,,,,,2010-07-14 00:00:00-05:00
2010-07-15 00:00:00-05:00,2010-07-15 00:00:00,,,015765185,,,,,1.17,A,,,,,,,2010-07-15 00:00:00-05:00
2010-07-16 00:00:00-05:00,2010-07-16 00:00:00,,,015765185,,,,,0.62,A,,,,,,,2010-07-16 00:00:00-05:00
2010-07-17 00:00:00-05:00,2010-07-17 00:00:00,,,015765185,,,,,0.5,A,,,,,,,2010-07-17 00:00:00-05:00
2010-07-18 00:00:00-05:00,2010-07-18 00:00:00,,,015765185,,,,,0.42,A,,,,,,,2010-07-18 00:00:00-05:00
2010-07-19 00:00:00-05:00,2010-07-19 00:00:00,,,015765185,,,,,0.48,A,,,,,,,2010-07-19 00:00:00-05:00
2010-07-20 00:00:00-05:00,2010-07-20 00:00:00,,,015765185,,,,,0.67,A,,,,,,,2010-07-20 00:00:00-05:00
2010-07-21 00:00:00-05:00,2010-07-21 00:00:00,,,015765185,,,,,0.39,A,,,,,,,2010-07-21 00:00:00-05:00
2010-07-22 00:00:00-05:00,2010-07-22 00:00:00,,,015765185,,,,,0.36,A,,,,,,,2010-07-22 00:00:00-05:00
2010-07-23 00:00:00-05:00,2010-07-23 00:00:00,,,015765185,,,,,0.36,A,,,,,,,2010-07-23 00:00:00-05:00
2010-07-24 00:00:00-05:00,2010-07-24 00:00:00,,,015765185,,,,,0.31,A,,,,,,,2010-07-24 00:00:00-05:00
2010-07-25 00:00:00-05:00,2010-07-25 00:00:00,,,015765185,,,,,15.2,A,,,,,,,2010-07-25 00:00:00-05:00
2010-07-26 00:00:00-05:00,2010-07-26 00:00:00,,,015765185,,,,,1.18,A,,,,,,,2010-07-26 00:00:00-05:00
2010-07-27 00:00:00-05:00,2010-07-27 00:00:00,,,015765185,,,,,0.64,A,,,,,,,2010-07-27 00:00:00-05:00
2010-07-28 00:00:00-05:00,2010-07-28 00:00:00,,,015765185,,,,,0.54,A,,,,,,,2010-07-28 00:00:00-05:00
2010-07-29 00:00:00-05:00,2010-07-29 00:00:00,,,015765185,,,,,0.49,A,,,,,,,2010-07-29 00:00:00-05:00
2010-07-30 00:00:00-05:00,2010-07-30 00:00:00,,,015765185,,,,,0.46,A,,,,,,,2010-07-30 00:00:00-05:00
2010-07-31 00:00:00-05:00,2010-07-31 00:00:00,,,015765185,,,,,0.45,A,,,,,,,2010-07-31 00:00:00-05:00
2010-08-01 00:00:00-05:00,2010-08-01 00:00:00,,,015765185,,,,,0.47,A,,,,,,,2010-08-01 00:00:00-05:00
2010-08-02 00:00:00-05:00,2010-08-02 00:00:00,,,015765185,,,,,0.52,A,,,,,,,2010-08-02 00:00:00-05:00
2010-08-03 00:00:00-05:00,2010-08-03 00:00:00,,,015765185,,,,,0.51,A,,,,,,,2010-08-03 00:00:00-05:00
2010-08-04 00:00:00-05:00,2010-08-04 00:00:00,,,015765185,,,,,0.43,A,,,,,,,2010-08-04 00:00:00-05:00
2010-08-05 00:00:00-05:00,2010-08-05 00:00:00,,,015765185,,,,,0.44,A,,,,,,,2010-08-05 00:00:00-05:00
2010-08-06 00:00:00-05:00,2010-08-06 00:00:00,,,015765185,,,,,0.38,A,,,,,,,2010-08-06 00:00:00-05:00
2010-08-07 00:00:00-05:00,2010-08-07 00:00:00,,,015765185,,,,,0.39,A,,,,,,,2010-08-07 00:00:00-05:00
2010-08-08 00:00:00-05:00,2010-08-08 00:00:00,,,015765185,,,,,0.36,A,,,,,,,2010-08-08 00:00:00-05:00
2010-08-09 00:00:00-05:00,2010-08-09 00:00:00,,,015765185,,,,,0.3,A,,,,,,,2010-08-09 00:00:00-05:00
