datetime,daily_SSC_Load,daily_count,site_no
2009-09-30 00:00:00-05:00,0.5329999999999999,83,01576516
2009-10-01 00:00:00-05:00,0.623,95,01576516
2009-10-02 00:00:00-05:00,0.542,96,01576516
2009-10-03 00:00:00-05:00,0.562,96,01576516
2009-10-04 00:00:00-05:00,0.522,95,01576516
2009-10-05 00:00:00-05:00,0.49200000000000005,93,01576516
2009-10-06 00:00:00-05:00,0.518,96,01576516
2009-10-07 00:00:00-05:00,0.534,96,01576516
2009-10-08 00:00:00-05:00,0.495,96,01576516
2009-10-09 00:00:00-05:00,0.589,94,01576516
2009-10-10 00:00:00-05:00,0.341,66,01576516
2009-10-11 00:00:00-05:00,0.375,96,01576516
2009-10-12 00:00:00-05:00,0.365,93,01576516
2009-10-13 00:00:00-05:00,0.375,95,01576516
2009-10-14 00:00:00-05:00,0.35,95,01576516
2009-10-15 00:00:00-05:00,0.69,96,01576516
2009-10-16 00:00:00-05:00,1.68,96,01576516
2009-10-17 00:00:00-05:00,11.6,96,01576516
2009-10-18 00:00:00-05:00,6.12,96,01576516
2009-10-19 00:00:00-05:00,0.7190000000000001,96,01576516
2009-10-20 00:00:00-05:00,0.561,96,01576516
2009-10-21 00:00:00-05:00,0.52,96,01576516
2009-10-22 00:00:00-05:00,0.493,96,01576516
2009-10-23 00:00:00-05:00,0.688,96,01576516
2009-10-24 00:00:00-05:00,17.9,96,01576516
2009-10-25 00:00:00-05:00,1.68,94,01576516
2009-10-26 00:00:00-05:00,0.264,95,01576516
2009-10-27 00:00:00-05:00,1.19,96,01576516
2009-10-28 00:00:00-05:00,13.7,96,01576516
2009-10-29 00:00:00-05:00,0.381,96,01576516
2009-10-30 00:00:00-05:00,0.284,96,01576516
2009-10-31 00:00:00-05:00,0.266,96,01576516
2009-11-01 00:00:00-05:00,0.41600000000000004,96,01576516
2009-11-02 00:00:00-05:00,0.218,96,01576516
2009-11-03 00:00:00-05:00,0.195,96,01576516
2009-11-04 00:00:00-05:00,0.16399999999999998,95,01576516
2009-11-05 00:00:00-05:00,0.146,95,01576516
2009-11-06 00:00:00-05:00,0.141,90,01576516
2009-11-07 00:00:00-05:00,0.124,79,01576516
2009-11-08 00:00:00-05:00,0.0479,31,01576516
2009-11-09 00:00:00-05:00,0.0253,17,01576516
2009-11-10 00:00:00-05:00,,0,01576516
2009-11-11 00:00:00-05:00,0.0201,13,01576516
2009-11-12 00:00:00-05:00,,0,01576516
2009-11-13 00:00:00-05:00,,0,01576516
2009-11-14 00:00:00-05:00,0.0819,55,01576516
2009-11-15 00:00:00-05:00,0.0605,40,01576516
2009-11-16 00:00:00-05:00,,0,01576516
2009-11-17 00:00:00-05:00,,0,01576516
2009-11-18 00:00:00-05:00,,0,01576516
2009-11-19 00:00:00-05:00,,0,01576516
2009-11-20 00:00:00-05:00,1.16,64,01576516
2009-11-21 00:00:00-05:00,,0,01576516
2009-11-22 00:00:00-05:00,,0,01576516
2009-11-23 00:00:00-05:00,,0,01576516
2009-11-24 00:00:00-05:00,0.0699,38,01576516
2009-11-25 00:00:00-05:00,0.0429,26,01576516
2009-11-26 00:00:00-05:00,,0,01576516
2009-11-27 00:00:00-05:00,0.20800000000000002,36,01576516
2009-11-28 00:00:00-05:00,,0,01576516
2009-11-29 00:00:00-05:00,0.0030399999999999997,2,01576516
2009-11-30 00:00:00-05:00,0.0118,7,01576516
2009-12-01 00:00:00-05:00,,0,01576516
2009-12-02 00:00:00-05:00,0.35700000000000004,32,01576516
2009-12-03 00:00:00-05:00,14.5,96,01576516
2009-12-04 00:00:00-05:00,2.53,96,01576516
2009-12-05 00:00:00-05:00,1.79,96,01576516
2009-12-06 00:00:00-05:00,1.1,96,01576516
2009-12-07 00:00:00-05:00,0.718,95,01576516
2009-12-08 00:00:00-05:00,0.863,96,01576516
2009-12-09 00:00:00-05:00,16.9,96,01576516
2009-12-10 00:00:00-05:00,1.02,95,01576516
